OBJECTID1,HUC_8,HUC_10,HUC_12,ACRES,HU_10_NAME,HU_12_NAME,Basin,DWQ_Basin,Population,Shape__Area,Shape__Length,POP_2010,POP_2000,AREA,POP_CHG_10_20,POP_CHG_00_10,lat,long
1411,3020104,302010406,30201040604,15201.75,Outlet Pungo River,Pungo River,TAR,Tar-Pamlico,191,92837467.74,42845.39325,263,264,,-72,-1,35.5061703,-76.560295
1417,3020104,302010406,30201040603,24780.34,Outlet Pungo River,Slade Creek-Pungo River,TAR,Tar-Pamlico,408,151539614.7,62728.27601,506,542,,-98,-36,35.5061703,-76.560295
342,3040103,304010306,30401030603,19787.86,Yadkin River,Riles Creek,YAD,Yadkin Pee Dee,2357,121086380.4,64851.74742,2488,2601,30.91852551,-131,-113,35.5086946,-80.2822914
683,6010105,601010507,60101050705,23831.59,Cane Creek-French Broad River,Bent Creek-French Broad River,FBR,French Broad,22219,145859245.6,70801.41183,17184,13130,37.23685416,5035,4054,35.5090006,-82.6079028
1313,3020105,302010503,30201050301,34556.55,Pamlico Sound-Hatteras Inlet,Otter Creek-Far Creek,TAR,Tar-Pamlico,605,211601973.5,95524.64331,792,787,,-187,5,35.5091846,-76.0026501
768,6010105,601010502,60101050201,12623.1,Davidson River-French Broad River,Carson Creek-French Broad River,FBR,French Broad,3801,76638250.86,43016.65158,3779,3158,19.72360023,22,621,35.5098745,-82.5229613
458,6010106,601010602,60101060203,22397.93,Richland Creek-Pigeon River,Upper Johnathans Creek,FBR,French Broad,3890,137111447.7,58489.76357,2973,2934,34.99676817,917,39,35.510062,-83.1206516
480,6010106,601010602,60101060204,20336.64,Richland Creek-Pigeon River,Lower Johnathans Creek,FBR,French Broad,4885,124690464,50312.10329,4455,3788,31.77599261,430,667,35.510062,-83.1206516
555,6010203,601020304,60102030403,13351.11,Lower Tuckasegee River,Noland Creek,LTN,Little Tennessee,1,81694956.42,48309.77656,1,0,20.85642751,0,1,35.5115333,-83.4963423
883,3050105,305010503,30501050308,22239.81,Headwaters Broad River,Knob Creek-Broad River,BRD,Broad,1672,135715081.8,99540.66341,1688,1449,34.74970821,-16,239,35.5126313,-81.5450915
897,3050105,305010506,30501050605,22492.52,Upper First Broad River,Knob Creek,BRD,Broad,2675,137669526,54823.34794,2872,2657,35.14455772,-197,215,35.5126313,-81.5450915
783,3040203,304020314,30402031403,11076.2,Outlet Lumber River,Hook Branch,LBR,Lumber,23,6445820.09,17879.07234,44,49,1.695169835,-21,-5,35.5134203,-78.6171753
93,3030003,303000306,30300030606,12933.98,Lower Deep River,Big Buffalo Creek,CPF,Cape Fear,16815,79125756.45,47233.91541,15952,12887,20.20933799,863,3065,35.5137004,-79.2169147
575,6010203,601020302,60102030204,13271.2,Oconaluftee River,Upper Oconaluftee River,LTN,Little Tennessee,0,81302946.76,45834.67477,0,0,20.71427046,0,0,35.5147347,-83.3388447
634,6010203,601020302,60102030207,17839.11,Oconaluftee River,Lower Oconaluftee River,LTN,Little Tennessee,3892,109176883.9,65843.08649,3787,3553,27.87361301,105,234,35.5147347,-83.3388447
1554,3020301,302030105,30203010501,11029.24,North River,Ward Creek,WOK,White Oak,1096,66343607.24,39251.66592,1259,1216,,-163,43,35.5159851,-81.6308979
677,6010202,601020201,60102020102,29101.87,Headwaters Little Tennessee River,Middle Creek-Little Tennessee River,LTN,Little Tennessee,1493,106650777.4,55564.33095,1309,1202,27.55283848,184,107,35.5174913,-86.5804473
1439,3020203,302020307,30202030705,20269.73,Contentnea Creek,Polecat Branch-Contentnea Creek,NEU,Neuse,2979,123871677.4,62781.70815,3246,2592,,-267,654,35.5195485,-77.6704405
1487,3020203,302020307,30202030702,30297.73,Contentnea Creek,Tyson Marsh-Contentnea Creek,NEU,Neuse,3558,185205542.2,65874.87822,3696,3306,,-138,390,35.5195485,-77.6704405
1496,3020203,302020307,30202030701,23171.47,Contentnea Creek,Beaman Run-Contentnea Creek,NEU,Neuse,1318,142000163.3,69239.44118,1524,1388,,-206,136,35.5195485,-77.6704405
1504,3020203,302020307,30202030703,25265.04,Contentnea Creek,Rainbow Creek-Contentnea Creek,NEU,Neuse,6751,154359810.7,60637.36107,6439,5058,,312,1381,35.5195485,-77.6704405
1508,3020203,302020304,30202030401,28017.91,Wiggins Mill Reservoir-Contentnea Creek,Little Swamp-Contentnea Creek,NEU,Neuse,4241,172342912.4,69590.07575,4143,3022,,98,1121,35.5195485,-77.6704405
1311,3020105,302010501,30201050101,74860.77,Lake Mattamuskeet-Rose Bay,Lake Mattamuskeet,TAR,Tar-Pamlico,540,458249560.5,107905.8412,719,832,,-179,-113,35.5201372,-76.1088001
38,3030003,303000304,30300030408,27018.25,Middle Deep River,Tysons Creek-Deep River,CPF,Cape Fear,1260,165316942.3,75134.97669,1262,1154,42.21601578,-2,108,35.5277764,-79.4506979
1392,3020104,302010406,30201040602,26076.59,Outlet Pungo River,Pungo Swamp-Pungo Creek,TAR,Tar-Pamlico,1091,159632822.8,68289.59351,1395,1165,,-304,230,35.5315536,-76.7329909
372,3040103,304010306,30401030604,24371.93,Yadkin River,Tuckertown Reservoir-Yadkin River,YAD,Yadkin Pee Dee,1207,149297528.4,97098.46068,1247,1198,38.08114244,-40,49,35.5334182,-80.1972702
1377,3020103,302010306,30201030603,16390.48,Tar River,Headwaters Chicod Creek,TAR,Tar-Pamlico,1130,100310708.6,55614.2935,1280,1251,,-150,29,35.5355723,-77.1916397
1391,3020103,302010306,30201030604,19542.96,Tar River,Outlet Chicod Creek,TAR,Tar-Pamlico,7701,119704875.7,56662.75775,7191,5263,,510,1928,35.5355723,-77.1916397
1364,3020104,302010405,30201040505,31740.31,Intracoastal Waterway-Pungo River,Town of Belhaven-Pungo River,TAR,Tar-Pamlico,522,194342022.6,66980.8587,592,587,,-70,5,35.5401653,-76.6229874
1355,3020104,302010403,30201040305,23239.42,Pantego Creek,Pantego Creek,TAR,Tar-Pamlico,1976,142568767.1,69667.90709,2367,2730,,-391,-363,35.5402327,-76.6427101
1375,3020104,302010401,30201040101,8258.89,Chocowinity Bay-Pamlico River,Herring Run-Runyon Creek,TAR,Tar-Pamlico,3554,50627526.03,38921.24938,3666,3464,,-112,202,35.5502706,-77.0168628
1419,3020203,302020304,30202030405,17680.9,Wiggins Mill Reservoir-Contentnea Creek,Turner Swamp-Contentnea Creek,NEU,Neuse,2777,108481858.8,70336.68315,2992,2599,,-215,393,35.556016,-77.8927302
1458,3020203,302020302,30202030201,25534.28,Black Creek,Great Swamp,NEU,Neuse,3155,156535078.2,62606.76295,3453,2955,,-298,498,35.5578238,-78.0423683
688,6010105,601010509,60101050901,20521.91,Sandymush Creek-French Broad River,Beaverdam Creek-French Broad River,FBR,French Broad,49794,125951535.2,59872.34221,44437,41162,32.06549043,5357,3275,35.5627536,-82.8631741
738,6010105,601010509,60101050907,18158.11,Sandymush Creek-French Broad River,Lee Creek-French Broad River,FBR,French Broad,9243,111658902.4,82538.943,8526,6847,28.37204644,717,1679,35.5627536,-82.8631741
1410,3020103,302010306,30201030605,25615.75,Tar River,Town of Grimesland-Tar River,TAR,Tar-Pamlico,25213,157133659.3,84058.95205,26966,19771,,-1753,7195,35.5634956,-77.1921806
1328,3020103,302010306,30201030606,12897.11,Tar River,Tranters Creek-Tar River,TAR,Tar-Pamlico,2730,79018060.87,53045.68664,3373,2720,,-643,653,35.5656515,-77.1030931
552,3050102,305010204,30501020401,17406.13,Upper South Fork Catawba River,Pott Creek,CAT,Catawba,2850,106717194.6,52127.18465,2750,2608,27.19708152,100,142,35.5660296,-81.3481699
1482,3020203,302020302,30202030202,7831.52,Black Creek,Aycock Swamp,NEU,Neuse,1230,47992379.45,43282.77383,1234,1227,,-4,7,35.5686158,-77.9210238
1261,3010205,301020515,30102051506,103317.38,Croatan Sound,Long Shoal-Pamlico Sound,PAS,Pasquotank,0,634060492.9,128768.0878,0,0,,0,0,35.5696182,-75.791565
1624,3030002,303000206,30300020607,19077.67,B Everett Jordan Lake-New Hope River,Morgan Creek,CPF,Cape Fear,37251,117817676.1,63825.12935,35066,30360,,2185,4706,35.5713052,-78.7865794
751,6010105,601010505,60101050503,15416.58,Hominy Creek,Lower Hominy Creek,FBR,French Broad,23539,94451347.75,46726.39945,19753,15860,24.08840346,3786,3893,35.5718482,-82.6591465
1390,3020104,302010405,30201040504,34638.14,Intracoastal Waterway-Pungo River,Rutman Creek-Intracoastal Waterway,TAR,Tar-Pamlico,78,212546992.1,73323.33118,94,80,,-16,14,35.5722131,-76.4374859
1316,3020104,302010403,30201040303,30023.65,Pantego Creek,Intercepting Canal-Cuckolds Creek,TAR,Tar-Pamlico,227,184569990.8,66244.57248,234,234,,-7,0,35.5743236,-76.6338705
521,3050101,305010112,30501011203,23949.07,Lower Lake Norman,Reeds Creek-Lake Norman,CAT,Catawba,39827,146695442.2,64686.70075,33641,23008,37.42043333,6186,10633,35.5744533,-81.017811
564,6010203,601020302,60102030202,14817.59,Oconaluftee River,Upper Raven Fork,LTN,Little Tennessee,358,90894321.33,49688.32963,348,313,23.13231699,10,35,35.5803833,-83.2720002
619,6010203,601020302,60102030205,17181.2,Oconaluftee River,Lower Raven Fork,LTN,Little Tennessee,604,105253912.8,57979.61795,688,602,26.8456272,-84,86,35.5803833,-83.2720002
1318,3020105,302010503,30201050302,31219.85,Pamlico Sound-Hatteras Inlet,Pains Bay-Long Shoal River,TAR,Tar-Pamlico,10,191598734,60762.33061,2,0,,8,2,35.5814284,-75.8330591
376,3040103,304010305,30401030502,21057.93,Lower Uwharrie River,Hannahs Creek-Uwharrie River,YAD,Yadkin Pee Dee,908,129169699.4,76037.68683,938,834,32.90300943,-30,104,35.5828876,-79.9470737
1373,3020201,302020113,30202011302,21765.23,Mill Creek,Lower Hannah Creek,NEU,Neuse,4320,132862865.1,64879.77072,4419,4001,,-99,418,35.5828876,-79.9470737
1405,3020201,302020113,30202011301,18583.75,Mill Creek,Upper Hannah Creek,NEU,Neuse,6962,113477111.8,48676.63052,5867,5125,,1095,742,35.5828876,-79.9470737
346,3040105,304010501,30401050104,30493.98,Upper Rocky River,Upper Coddle Creek,YAD,Yadkin Pee Dee,11259,186695603.7,70945.94369,9486,8567,47.64683617,1773,919,35.584285,-80.7879407
366,3040105,304010501,30401050105,20165.02,Upper Rocky River,Lower Coddle Creek,YAD,Yadkin Pee Dee,32207,123073189.8,73578.60388,24916,18223,31.50784677,7291,6693,35.584285,-80.7879407
1228,3020101,302010102,30201010204,33206.44,Tabbs Creek-Tar River,Middle Creek-Tar River,TAR,Tar-Pamlico,7399,206570603.5,76726.09408,6302,4463,,1097,1839,35.5853059,-78.7702895
1315,3020201,302020109,30202010902,17047.45,Middle Creek,Middle Middle Creek,NEU,Neuse,18264,104585197,51656.60987,16888,10429,,1376,6459,35.5853059,-78.7702895
1351,3020201,302020109,30202010903,30990.07,Middle Creek,Lower Middle Creek,NEU,Neuse,25134,189853609.1,97190.4656,18026,10704,,7108,7322,35.5853059,-78.7702895
1360,3020104,302010404,30201040404,17274.29,Headwaters Pungo River,Clark Mill Creek-Pungo River,TAR,Tar-Pamlico,216,105948364.6,53930.50289,282,288,,-66,-6,35.5881699,-76.471491
668,6010105,601010506,60101050603,25293.98,Swannanoa River,Middle Swannanoa River,FBR,French Broad,11392,155293363.8,61588.11837,11106,9852,39.52184472,286,1254,35.5896798,-82.4412766
726,6010105,601010506,60101050602,14200.16,Swannanoa River,Upper Swannanoa River,FBR,French Broad,11901,87153875.36,47628.64792,10972,10081,22.18775161,929,891,35.5896798,-82.4412766
754,6010105,601010506,60101050604,25168.99,Swannanoa River,Lower Swannanoa River,FBR,French Broad,37111,154305495.3,60169.23837,34107,30426,39.32655064,3004,3681,35.5896798,-82.4412766
1425,3020203,302020306,30202030604,27031.81,Little Contentnea Creek,Middle Little Contentnea Creek,NEU,Neuse,6999,165797263.6,66575.6947,7420,6676,,-421,744,35.5948208,-77.6134515
1463,3020203,302020306,30202030605,20318.28,Little Contentnea Creek,Lower Little Contentnea Creek,NEU,Neuse,2758,124295162,53684.0178,2934,2265,,-176,669,35.5948208,-77.6134515
1481,3020203,302020306,30202030602,24769.38,Little Contentnea Creek,Upper Little Contentnea Creek,NEU,Neuse,2045,152084864.2,66570.9638,2551,2428,,-506,123,35.5948208,-77.6134515
1304,3020103,302010304,30201030403,8583.12,City of Greenville-Tar River,Greens Mill Run,TAR,Tar-Pamlico,31410,52641003.78,36938.30731,29898,25981,,1512,3917,35.5959093,-77.3783647
1532,3030002,303000205,30300020501,18199.94,Cane Creek-Haw River,Haw Creek,CPF,Cape Fear,14009,112884076.7,52274.62335,9341,7277,,4668,2064,35.597715,-82.5050529
1361,3020201,302020108,30202010801,33685.98,Crabtree Creek,Upper Crabtree Creek,NEU,Neuse,108756,207951150.4,83781.94813,81734,46901,,27022,34833,35.6005327,-82.9154948
495,6010106,601010602,60101060205,29952.63,Richland Creek-Pigeon River,Crabtree Creek-Pigeon River,FBR,French Broad,3334,183776669.2,75208.81669,2922,2497,46.80098863,412,425,35.6009455,-82.9279663
499,3050102,305010203,30501020301,16663.26,Clark Creek,Maiden Creek,CAT,Catawba,8230,102204820.2,45372.02467,8128,7491,26.03633611,102,637,35.6010685,-81.1554486
1369,3020104,302010406,30201040601,27306.81,Outlet Pungo River,Acre Swamp-Pungo Swamp,TAR,Tar-Pamlico,924,167602602.8,56619.19052,952,922,,-28,30,35.6042211,-76.8432658
479,3050101,305010106,30501010602,25459.19,Silver Creek-Catawba River,South Muddy Creek,CAT,Catawba,3148,156211244.6,76916.50636,3029,2766,39.77999105,119,263,35.6063863,-81.8879752
1256,3020103,302010304,30201030404,15505.18,City of Greenville-Tar River,City of Greenville-Tar River,TAR,Tar-Pamlico,17560,95203221.48,59737.7267,19454,17812,,-1894,1642,35.612661,-77.3663538
496,3050101,305010111,30501011106,34033.03,Upper Lake Norman,Stumpy Creek-Lake Norman,CAT,Catawba,21879,209046601,75720.68854,16787,10779,53.17661557,5092,6008,35.6148576,-80.9284085
452,3050102,305010202,30501020202,33709.3,Jacob Fork,Lower Jacob Fork,CAT,Catawba,9984,206925079.3,86144.5103,10350,8799,52.67078458,-366,1551,35.6153444,-81.4935684
542,3050102,305010202,30501020201,27909.61,Jacob Fork,Upper Jacob Fork,CAT,Catawba,1769,171195765.3,67228.94251,1867,1660,43.60875917,-98,207,35.6153444,-81.4935684
426,3040103,304010303,30401030304,31161.63,High Rock Lake,Flat Swamp Creek-High Rock Lake,YAD,Yadkin Pee Dee,4060,191665850.7,79250.46956,4337,4016,48.69003954,-277,321,35.6154166,-80.2247745
1349,3020104,302010405,30201040501,25149.01,Intracoastal Waterway-Pungo River,New Lake-New Lake Fork,TAR,Tar-Pamlico,3,154440178.6,52428.14196,0,6,,3,-6,35.6164852,-76.2797645
3,3030003,303000305,30300030507,16270.73,Rocky River,Headwaters Bear Creek,CPF,Cape Fear,1059,99831241.71,50008.67366,1157,1177,25.42301765,-98,-20,35.6168118,-79.3847432
98,3030003,303000304,30300030405,8780.15,Middle Deep River,Lower Bear Creek,CPF,Cape Fear,2095,53640504.07,42760.81237,2247,2510,13.71898874,-152,-263,35.6168118,-79.3847432
434,3040102,304010206,30401020602,18912.6,South Yadkin River,Bear Creek,YAD,Yadkin Pee Dee,4564,116931058.5,73070.62667,4085,3836,29.55093249,479,249,35.6168118,-79.3847432
1053,3020202,302020202,30202020203,10329.17,Bear Creek-Neuse River,Outlet Bear Creek,NEU,Neuse,2729,62885449.31,44065.59897,3050,2752,16.13932513,-321,298,35.6168118,-79.3847432
1084,3020202,302020202,30202020202,15210.36,Bear Creek-Neuse River,Headwaters Bear Creek,NEU,Neuse,1852,92819827.86,45866.19533,2046,1972,,-194,74,35.6168118,-79.3847432
1632,3020301,302030103,30203010302,16742.17,Bogue Banks-Bogue Sound,Bear Creek-Bear Inlet,WOK,White Oak,2174,100306068.1,55377.48789,1348,1456,,826,-108,35.6168118,-79.3847432
1414,3020104,302010404,30201040402,15647.67,Headwaters Pungo River,Shallop Creek-Pungo River,TAR,Tar-Pamlico,33,96139051.04,53722.13937,38,41,,-5,-3,35.6168273,-76.5464628
350,3040103,304010301,30401030102,12724.87,High Rock Lake-Yadkin River,Lower Grants Creek,YAD,Yadkin Pee Dee,22545,78248768.34,42784.29956,21368,21159,19.88261563,1177,209,35.6219465,-80.5493781
363,3040103,304010301,30401030101,30648.77,High Rock Lake-Yadkin River,Upper Grants Creek,YAD,Yadkin Pee Dee,25053,188129821.7,66647.8378,23971,20347,47.8887004,1082,3624,35.6219465,-80.5493781
1543,3020301,302030102,30203010201,8659.75,Outlet White Oak River,Grants Creek,WOK,White Oak,1189,52081627.5,37119.0976,905,682,,284,223,35.6219465,-80.5493781
1376,3020103,302010305,30201030506,29344.06,Tranters Creek,Aggie Run,TAR,Tar-Pamlico,1689,180217179.2,70662.16559,2042,1707,,-353,335,35.6231658,-77.1081533
441,3040103,304010305,30401030501,20037.85,Lower Uwharrie River,Betty McGees Creek-Uwharrie River,YAD,Yadkin Pee Dee,2047,123028299.2,87475.74966,2048,1859,31.30914688,-1,189,35.6236922,-79.9276551
667,6010202,601020201,60102020106,16378.5,Headwaters Little Tennessee River,Skeenah Creek-Little Tennessee River,LTN,Little Tennessee,5440,99288842.69,53861.24083,5054,4063,25.59141175,386,991,35.6252879,-84.1802932
749,6010202,601020204,60102020404,19871.54,Alarka Creek-Little Tennessee River,Tellico Creek-Little Tennessee River,LTN,Little Tennessee,1350,120923392.5,77656.88864,1204,1047,31.04927996,146,157,35.6252879,-84.1802932
1648,3030002,303000207,30300020705,13657.88,Roberson Creek-Haw River,Shaddox Creek-Haw River,CPF,Cape Fear,1003,83856073.22,44606.80695,948,904,,55,44,35.6256773,-79.0291873
733,6010105,601010509,60101050902,22194.86,Sandymush Creek-French Broad River,Newfound Creek,FBR,French Broad,11125,136245098.9,63965.0527,9588,8204,34.67947367,1537,1384,35.6281964,-82.6908366
618,6010203,601020302,60102030201,15586.4,Oconaluftee River,Straight Fork Raven Fork,LTN,Little Tennessee,98,95677649.56,53676.60201,86,83,24.35375113,12,3,35.6293243,-83.2291826
374,3040105,304010504,30401050403,8008.44,Long Creek,Little Bear Creek,YAD,Yadkin Pee Dee,1523,48791469.61,47719.5086,1435,1373,12.5131899,88,62,35.6332505,-79.3486674
461,6010106,601010603,60101060301,27558.58,Cataloochee Creek-Pigeon River,Palmer Creek,FBR,French Broad,4,169121137.5,61670.37772,5,0,43.06028031,-1,5,35.6332947,-83.131557
674,6010105,601010506,60101050601,20316.06,Swannanoa River,North Fork Swannanoa River,FBR,French Broad,1365,124886495.8,53944.17627,1319,1112,31.74384893,46,207,35.6347185,-82.3570548
1335,3020201,302020112,30202011203,24037.9,Black Creek,Holts Lake-Black Creek,NEU,Neuse,7139,147021498,73110.35622,5856,4287,,1283,1569,35.6351589,-77.9330403
1345,3020201,302020112,30202011201,19595.42,Black Creek,Little Black Creek-Black Creek,NEU,Neuse,14833,120077400.4,53040.46454,10408,6428,,4425,3980,35.6351589,-77.9330403
1378,3020201,302020112,30202011202,21394.7,Black Creek,Camp Branch-Black Creek,NEU,Neuse,10758,130882290.6,64719.47912,8169,5144,,2589,3025,35.6351589,-77.9330403
1550,3020301,302030104,30203010403,8539.69,Newport River,Black Creek,WOK,White Oak,205,51384029.2,30156.15502,229,255,,-24,-26,35.6351589,-77.9330403
214,3030007,303000705,30300070505,14359.29,Rockfish Creek,Sills Creek,CPF,Cape Fear,869,86115564.76,48735.54091,1002,1064,22.43639736,-133,-62,35.6361993,-80.6933555
399,3040102,304010205,30401020501,24702.99,Second Creek,Sills Creek-Back Creek,YAD,Yadkin Pee Dee,10263,151658214.6,66825.0138,7922,5510,38.59841765,2341,2412,35.6361993,-80.6933555
1529,3020203,302020302,30202030203,31897.11,Black Creek,Lee Swamp-Black Creek,NEU,Neuse,5620,195831755.4,85218.54822,6054,5447,,-434,607,35.6424411,-78.0466433
517,3050101,305010111,30501011105,24380.08,Upper Lake Norman,Terrapin Creek-Lake Norman,CAT,Catawba,5986,149938570.3,100919.72,5612,4449,38.09387263,374,1163,35.6427347,-80.9985017
669,6010202,601020205,60102020501,14790.65,Fontana Lake,Panther Creek,LTN,Little Tennessee,454,90243195.29,44270.1921,445,418,23.11039376,9,27,35.6434352,-82.9798628
1494,3020201,302020104,30202010404,16061.56,Upper Falls Lake,Panther Creek-Neuse River,NEU,Neuse,6081,99698390.8,71512.01296,5686,4272,,395,1414,35.6434352,-82.9798628
533,3050102,305010204,30501020403,16914.48,Upper South Fork Catawba River,Town of Startown-South Fork Catawba River,CAT,Catawba,3597,103677784.1,65913.48496,3730,2827,26.42887462,-133,903,35.6451328,-81.2692495
549,3050101,305010111,30501011104,12262.79,Upper Lake Norman,Balls Creek,CAT,Catawba,2384,75351845.1,53087.034,2402,2250,19.16061649,-18,152,35.6473729,-81.1016773
338,3040103,304010302,30401030207,16009.73,Abbotts Creek,High Rock Lake-Abbotts Creek,YAD,Yadkin Pee Dee,5644,98447437.38,48207.7711,5584,4952,25.01520253,60,632,35.6516286,-80.3018107
353,3040103,304010303,30401030302,21241.46,High Rock Lake,Crane Creek-High Rock Lake,YAD,Yadkin Pee Dee,8299,130401817.2,63747.4832,8193,7443,33.18977976,106,750,35.6516286,-80.3018107
364,3040103,304010303,30401030303,34418.25,High Rock Lake,Second Creek-High Rock Lake,YAD,Yadkin Pee Dee,12624,210935983.1,82203.29288,12322,11249,53.77852105,302,1073,35.6516286,-80.3018107
57,3030003,303000305,30300030508,16818.31,Rocky River,Harts Creek-Bear Creek,CPF,Cape Fear,1509,103255420.9,65017.79118,1520,1231,26.27861554,-11,289,35.6529722,-79.2965149
1673,3030002,303000206,30300020610,35063.71,B Everett Jordan Lake-New Hope River,New Hope River-B Everett Jordan Lake,CPF,Cape Fear,10273,216014393.2,105083.6267,7680,4212,,2593,3468,35.6576505,-79.0705702
464,3050101,305010106,30501010604,17185.74,Silver Creek-Catawba River,Upper Silver Creek,CAT,Catawba,4392,105541546.4,58280.24205,4615,4111,26.85271332,-223,504,35.6576982,-81.8005724
483,3050101,305010106,30501010606,21898.76,Silver Creek-Catawba River,Lower Silver Creek,CAT,Catawba,10875,134607095.1,69368.65646,10885,10558,34.21681239,-10,327,35.6576982,-81.8005724
512,3050102,305010201,30501020102,19485.02,Henry Fork,Middle Henry Fork,CAT,Catawba,5722,119779174.4,65248.9378,6205,6116,30.44534066,-483,89,35.6610065,-81.5263751
519,3050102,305010201,30501020103,19824,Henry Fork,Lower Henry Fork,CAT,Catawba,19351,121880551.9,58463.50134,18926,17708,30.9750076,425,1218,35.6610065,-81.5263751
534,3050102,305010201,30501020101,33993.15,Henry Fork,Upper Henry Fork,CAT,Catawba,2859,208809054.2,90280.72407,3031,3150,53.11430447,-172,-119,35.6610065,-81.5263751
502,3050101,305010106,30501010601,21692.18,Silver Creek-Catawba River,North Muddy Creek,CAT,Catawba,9975,133190788.7,64441.39949,10243,10011,33.89403068,-268,232,35.6616674,-81.9212485
492,6010106,601010603,60101060302,11661.01,Cataloochee Creek-Pigeon River,Cataloochee Creek,FBR,French Broad,5,71654095.76,40529.16987,1,4,18.22032906,4,-3,35.6616837,-83.0791625
95,3030003,303000305,30300030504,19162.71,Rocky River,Tick Creek-Rocky River,CPF,Cape Fear,1688,117772355.2,61022.57153,1764,1585,29.94174047,-76,179,35.6619396,-79.4112804
1322,3020201,302020110,30202011002,19458.75,Swift Creek,Lake Benson-Swift Creek,NEU,Neuse,34114,119663285.4,58598.64654,29955,23786,,4159,6169,35.6659483,-78.6384552
1147,3010205,301020508,30102050804,17416.25,Gum Neck-Alligator River,Winn Bay-Alligator River,PAS,Pasquotank,9,106967243.8,47083.41893,12,5,,-3,7,35.6667785,-76.0899511
1245,3020103,302010304,30201030402,17424.09,City of Greenville-Tar River,Johnsons Mill Run,TAR,Tar-Pamlico,4109,107185958.9,58573.08492,4399,3862,,-290,537,35.6689238,-77.4070794
1252,3020103,302010304,30201030401,22854.63,City of Greenville-Tar River,Tyson Creek-Tar River,TAR,Tar-Pamlico,3639,140419387.3,68789.52759,3511,2468,,128,1043,35.6741278,-77.5275346
1397,3020201,302020110,30202011004,14862.15,Swift Creek,Mahlers Creek-Swift Creek,NEU,Neuse,16726,91265498.68,55382.08958,11890,7244,,4836,4646,35.6759127,-78.6008575
344,3040102,304010205,30401020502,31931.74,Second Creek,Withrow Creek,YAD,Yadkin Pee Dee,8276,196288512.5,85991.99593,6367,5204,49.89335054,1909,1163,35.6853911,-80.6922873
460,3050101,305010101,30501010101,10922.58,Headwaters Catawba River,Curtis Creek,CAT,Catawba,208,67151930.5,42958.63748,238,326,17.06652612,-30,-88,35.6889132,-82.193114
1114,3010205,301020508,30102050806,23230.29,Gum Neck-Alligator River,Whipping Creek Lake-Whipping Creek,PAS,Pasquotank,0,142860909.6,50990.10007,0,0,,0,0,35.6909473,-75.9768028
1247,3020103,302010305,30201030503,13807.98,Tranters Creek,Sheppard Millpond-Briery Swamp,TAR,Tar-Pamlico,651,84968379.3,53473.91045,723,671,,-72,52,35.6909937,-77.2099607
537,3050101,305010111,30501011101,16974.1,Upper Lake Norman,McLin Creek,CAT,Catawba,9740,104327505.2,50238.75922,9527,8873,26.52202401,213,654,35.6918365,-81.1485374
389,3040103,304010303,30401030301,28112.5,High Rock Lake,Town of Spencer-Headwaters Crane Creek,YAD,Yadkin Pee Dee,24347,172554144.8,66959.95339,22865,21891,43.92576929,1482,974,35.6923614,-80.43478
758,6010105,601010509,60101050903,23313.87,Sandymush Creek-French Broad River,Reems Creek,FBR,French Broad,11878,143345345.2,63690.85034,10485,9610,36.42792671,1393,875,35.6930041,-82.5077593
1366,3020103,302010306,30201030601,27221.56,Tar River,Headwaters Grindle Creek,TAR,Tar-Pamlico,1752,167654322.2,61750.22629,1995,2228,,-243,-233,35.6935847,-77.2864316
1400,3020103,302010306,30201030602,22742.94,Tar River,Outlet Grindle Creek,TAR,Tar-Pamlico,1558,139752023.8,70225.01938,1766,1455,,-208,311,35.6935847,-77.2864316
851,3040203,304020301,30402030101,17555.73,Upper Drowning Creek,Jackson Creek,LBR,Lumber,3098,106702414.8,45293.05539,3234,1932,27.43083392,-136,1302,35.6956923,-80.0122652
90,3030003,303000305,30300030505,11194.72,Rocky River,Landrum Creek,CPF,Cape Fear,954,68878148.38,49802.74535,778,558,17.49175182,176,220,35.6963879,-79.3042925
1193,3010205,301020508,30102050803,17409.8,Gum Neck-Alligator River,Gum Neck Creek-Alligator River,PAS,Pasquotank,143,107051252.7,50278.61103,180,198,,-37,-18,35.6975564,-76.1097289
1277,3020103,302010302,30201030204,12642.66,Otter Creek-Tar River,Town of Falkland-Tar River,TAR,Tar-Pamlico,531,77876906.46,60865.26842,659,527,,-128,132,35.6993257,-77.5130257
1191,3010205,301020515,30102051504,40790.84,Croatan Sound,Stumpy Point Bay-Pamlico Sound,PAS,Pasquotank,215,250677163.2,85759.40004,222,197,,-7,25,35.6999288,-75.7418335
1198,3010205,301020508,30102050809,37004.09,Gum Neck-Alligator River,Stumpy Point-Alligator River,PAS,Pasquotank,1,227931669.8,87161.67038,1,1,,0,0,35.6999288,-75.7418335
1325,3020104,302010403,30201040302,13982.31,Pantego Creek,Van Swamp,TAR,Tar-Pamlico,193,86013240.57,42690.08065,220,189,,-27,31,35.7018292,-76.7902206
469,6010106,601010601,60101060104,10193.87,Headwaters Pigeon River,Garden Creek-Pigeon River,FBR,French Broad,6137,62378359.1,36233.93261,5971,5575,15.92792088,166,396,35.7045679,-82.035943
62,3030003,303000305,30300030503,26158.02,Rocky River,Loves Creek-Rocky River,CPF,Cape Fear,9736,161044685.8,75628.1914,9987,9039,40.87190643,-251,948,35.7078041,-79.4521007
