Facility,Industry,State,Latitude,Longitude,Total
AMAZON WAREHOUSE,Electronics Industry, FL,27.888806,-82.679827,1
AMAZON.COM SERVICES LLC - AKH4,Printing, NC,35.2678,-81.1269,1
AMAZON.COM SERVICES LLC - HNY5,Paints and Coatings, NJ,40.86412,-74.05105,1
AMAZON.COM SERVICES LLC - JAN1,Waste Management, MS,32.614049,-90.023332,1
AMAZON.COM SERVICES LLC - MCO4,Printing, FL,28.24464,-81.66172,1
AMAZON.COM SERVICES LLC.-CVG1,Paints and Coatings, KY,39.08669,-84.71462,1
AMAZONCOM SERVICES AUS2,Electronics Industry, TX,30.4292,-97.59911,1
AMB AVIATION,Airports, GA,33.7769,-84.5281,1
AMB GROUP LLC,Airports, GA,33.771903,-84.521856,1
AMBAR INC - BULK BARITE HANDLING FACILIT,Chemical Mfg, LA,30.692412,-91.456164,1
AMBASSADOR BRIDGER CDP,Oil and Gas, OK,35.74322,-99.07931,1
AMBASSADOR CENTER,Printing, TX,32.82123,-96.88179,1
AMBASSADOR JET CENTER,Airports, TX,32.681127,-96.862339,2
AMBASSADOR PRINTING,Printing, CO,39.86349,-105.009391,1
AMBER & JASON DIGIACOMO SRSTP,Waste Management, PA,41.68096,-80.2029,1
AMBER BOOSTER STATION,Oil and Gas, OK,35.179,-97.828,1
AMBER CHEMICAL INC.,Chemical Mfg, CA,35.40125,-119.05207,1
AMBER CMPSR STA,Oil and Gas, OK,35.08793,-97.89209,1
AMBER PLATING WORKS INC,Metal Coating, IL,41.937482,-87.733558,1
AMBER RESOURCES DBA SAWYER PETROLEUM,Petroleum, CA,35.372178,-118.997021,1
AMBER SEMICONDUCTOR  INC.,Electronics Industry, CA,37.717438,-121.925933,1
AMBER TOWNSHIP DUMP,Waste Management, MI,43.997291,-86.27397,1
AMBERCYCLE_1,Plastics and Resins, CA,34.02029,-118.21297,1
AMBERLAND COMPOSITES LLC,Plastics and Resins, CA,37.9335,-121.23038,1
AMBERWAVE INC,Electronics Industry, NH,42.74895,-71.20834,1
AMBERWICK CORPORATION,Waste Management, CA,33.78731,-118.22251,1
AMBERWOOD PRODUCTS  INC,Furniture and Carpet, CA,37.316151,-121.867332,1
AMBEST TOOL & MACHINE CO,Metal Machinery Mfg, TN,35.226808,-86.969797,1
AMBIENT PHOTONICS INC,Electronics Industry, MA,42.646536,-71.308511,1
AMBIENT PHOTONICS  INC.,Electronics Industry, CA,37.055426,-122.009789,1
AMBIT CREATIVE GROUP,Chemical Mfg, MA,42.355077,-71.144847,1
AMBITECH INTERNATIONAL SITE,Electronics Industry, OR,45.499045,-122.833628,1
AMBITECH  INC.,Electronics Industry, CA,34.23355,-118.57757,1
AMBLER WWTF,Waste Management, AK,67.076031,-157.889553,1
AMBOY ILLEGAL DUMP SITE,Waste Management, CA,34.836166,-115.970545,1
AMBOY OLD BURN DUMP,Waste Management, CA,34.836166,-115.970545,1
AMBOY TWP WWSL,Waste Management, MI,41.70917,-84.57285,1
AMBOY TWP-LK DIANE WWSL,Waste Management, MI,41.7172,-84.641,1
AMBRI,Electronics Industry, MA,42.33039,-71.54257,1
AMBRIDGE LDFL,Waste Management, PA,40.606667,-80.219444,1
AMBROSE #1 FACILITY,Oil and Gas, LA,32.403089,-92.610684,1
AMBROSE PRINTING CO.,Printing, TN,36.19355,-86.78671,1
AMBROSIA LAKE MILL,Mining and Refining, NM,35.3949,-107.8173,1
AMBROSIA TECHNOLOGY,Chemical Mfg, WA,46.683056,-123.761111,1
AMBYTH SHIPPING AND TRADING INC,Waste Management, GU,13.498732,144.80673,1
AMBYTH SHIPPING INC. DBA AMBYTH TRUCKING,Chemical Mfg, GU,13.498732,144.80673,1
AMC #1 PRODUCTION FACILITY,Oil and Gas, LA,30.483356,-92.851189,1
AMC BOATS INC,Paper Mills and Products, LA,29.38311,-90.26423,1
AMC COLORGRAFIX,Printing, CA,34.04249,-118.04809,1
AMC COLORGRAFIX  INC,Printing, CA,34.04872,-118.030643,1
AMC INTERNATIONAL,Chemical Mfg, GA,34.709949,-84.955383,1
AMC INTERNATIONAL,Industrial Gas, GA,34.709949,-84.955383,1
AM-C LLC,Chemical Mfg, IL,39.057626,-89.405698,1
AMC SUBSTRATES INC,Metal Coating, CA,37.41693,-121.88897,1
AMCO ENGINEERING CO,Metal Machinery Mfg, IL,41.94844,-87.865166,1
AMCOL HEALTH & BEAUTY SOLUTIONS INC,Chemical Mfg, LA,30.27083,-92.03728,1
AMCOL HEALTH & BEAUTY SOLUTIONS INC,Plastics and Resins, LA,30.27083,-92.03728,1
AMCOM PROJECT OLR,Airports, TX,31.09035,-97.6877,1
AMCOR,Chemical Mfg, OH,41.13614,-81.88636,1
AMCOR,Paper Mills and Products, CA,34.01269,-118.15672,1
AMCOR AMERICAN CANYON LLC,Plastics and Resins, CA,38.19861,-122.25688,1
AMCOR AMERICAN CANYON LLC,Printing, CA,38.19861,-122.25688,1
AMCOR AMERICAN METAL CHEM CORP,Chemical Mfg, IL,41.829482,-87.651386,1
AMCOR CONVERTER FILMS,Plastics and Resins, WI,43.99192,-88.59049,1
AMCOR CORPORATION,Plastics and Resins, IL,41.83569,-88.303171,1
AMCOR FILMS,Paper Mills and Products, WI,43.99192,-88.59078,1
AMCOR FILMS,Plastics and Resins, WI,43.99192,-88.59078,1
AMCOR FLEXIBLES HEALTHCARE INC,Plastics and Resins, IL,42.23563,-87.97696,1
AMCOR FLEXIBLES INC,Plastics and Resins, NJ,39.9876,-74.77725,1
AMCOR FLEXIBLES LLC,Plastics and Resins, WI,43.11917,-89.31519,1
AMCOR FLEXIBLES NA,Paper Mills and Products, IL,41.85701,-88.28057,1
AMCOR FLEXIBLES NA,Plastics and Resins, IL,41.85701,-88.28057,1
AMCOR FLEXIBLES NORTH AMERICA,Plastics and Resins, AR,35.26351,-93.0954,1
AMCOR FLEXIBLES NORTH AMERICA INC - CENTERVILLE,Plastics and Resins, IA,40.71797,-92.85938,1
AMCOR FLEXIBLES NORTH AMERICA  INC.,Plastics and Resins, IA,41.63772,-93.59787,1
AMCOR FLEXIBLES NORTH AMERICA  INC.,Plastics and Resins, WI,44.38109,-88.72964,1
AMCOR FLEXIBLES NORTH AMERICA  INC.  LEBANON FACILITY,Paper Mills and Products, PA,40.30287,-76.38285,1
AMCOR FLEXIBLES NORTH AMERICA  INC. - NIC,Paper Mills and Products, WI,44.15486,-88.47483,1
AMCOR FLEXIBLES NORTH AMERICA  INC. - NIC,Plastics and Resins, WI,44.15486,-88.47483,1
AMCOR FLEXIBLES NORTH AMERICA  INC. (1677000105),Plastics and Resins, OH,41.14493,-81.55763,1
AMCOR FLEXIBLES YUBA CITY,Paper Mills and Products, CA,39.1354,-121.64502,1
AMCOR FLEXIBLES  INC,Printing, CA,38.152254,-122.288551,1
AMCOR HEALTHCARE PACKAGING INC - NEW LONDON,Paper Mills and Products, WI,44.37704,-88.72281,1
AMCOR HEALTHCARE PACKAGING INC - NEW LONDON,Plastics and Resins, WI,44.37704,-88.72281,1
AMCOR P.E.T. PACKAGING,Paper Mills and Products, KY,37.88333,-84.58438,1
AMCOR PACKAGING  INC.,Plastics and Resins, WI,43.99188,-88.58826,1
AMCOR PHARMACEUTICAL PACKAGING USA INC,Paper Mills and Products, KY,38.22591,-85.2583,1
AMCOR PHARMACEUTICAL PACKAGING USA INC,Plastics and Resins, KY,38.22591,-85.2583,1
AMCOR RIGID PACKAGING,Plastics and Resins, MI,42.169128,-84.031743,1
AMCOR RIGID PLASTICS,Plastics and Resins, CO,39.78729,-104.86329,1
AMCOR RIGID PLASTICS FT WORTH-FLEETWOOD,Plastics and Resins, TX,32.82542,-97.035618,1
AMCOR RIGID PLASTICS USA INC,Plastics and Resins, IL,42.02103,-87.92001,1
AMCOR TOBACCO PACKAGING,Printing, VA,37.35397,-77.33754,1
AMCOR TOBACCO PACKAGING AMERICAS,Printing, VA,36.57722,-79.31422,1
AMCOR TOBACCO PACKAGING AMERICAS  INC.,Printing, GA,33.36641,-84.57299,1
AMCOR TOBACCO PACKAGING REIDSVILLE,Printing, NC,36.31657,-79.66204,1
AMCOR WISCONSIN  LLC,Paper Mills and Products, WI,43.14119,-90.69099,1
AMCOR WISCONSIN  LLC,Paper Mills and Products, WI,44.38108,-88.7276,1
AMCOR WISCONSIN  LLC,Plastics and Resins, WI,43.14119,-90.69099,1
AMCOR WISCONSIN  LLC,Plastics and Resins, WI,44.38108,-88.7276,1
AMD INDUSTRIES  INC,Metal Coating, IL,41.85498,-87.7412,1
AMDAHL CORP,Electronics Industry, CA,37.37606,-121.96374,1
AMDOR LLC,Metal Coating, NY,42.92532,-78.61202,1
AMEC FOSTER WHEELER OIL & GAS INC.- YCI METHANOL PLANT,Chemical Mfg, LA,29.983362,-90.876314,1
AMEDITECH INC,Metal Machinery Mfg, CA,32.8993,-117.178715,1
AMEGA SCIENCES INC,Chemical Mfg, FL,27.97115,-81.87827,1
AMEGA SCIENCES INC,Chemical Mfg, FL,28.24313,-81.25446,1
AMEICAN DEVELOPMENT CORPORATION,Chemical Mfg, NC,35.276389,-77.158056,1
AMEICAN PHOENIX,Chemical Mfg, NC,35.049627,-78.884414,1
AMELIA,Waste Management, VA,37.312186,-78.06143,1
AMELIA CH SAN DIST - AGGREGATE NUTRIENT DISCHARGE,Waste Management, VA,37.337722,-77.933833,1
AMELIA COUNTY LANDFILL,Waste Management, VA,37.345349,-77.945411,1
AMELIA COURTHOUSE SANITARY DISTRICT STP-SMACKS CR,Waste Management, VA,37.337722,-77.933833,1
AMELIA COURTHOUSE SANITARY DISTRICT WWTP- NIBBS CR,Waste Management, VA,37.357225,-77.996917,1
AMELIA ISLAND GRAPHICS,Printing, FL,30.638936,-81.446085,1
AMELIA MANUFACTURING,Metal Machinery Mfg, LA,29.645,-91.115278,1
AMELIA MANUFACTURING,Paper Mills and Products, LA,29.645,-91.115278,1
AMELIA NORTH INSPECTION/COATING FACILITY,Metal Coating, LA,29.711315,-91.080479,1
AMELIORATE ELECTRONICS SOLUTIONS LLC,Electronics Industry, WA,47.4045,-122.24759,1
AMENIA CITY OF,Waste Management, ND,47.013088,-97.218032,1
AMENIA TOWN LANDFILL,Waste Management, NY,41.826192,-73.55925,1
AMER ASH RECYCLING PLT,Waste Management, PA,39.973321,-76.758498,1
AMER AVIONIC TECH CORP,Airports, NY,40.813977,-72.960141,1
AMER BODY CO INC/NANTICOKE,Metal Coating, PA,41.19498,-76.01093,1
AMER CHROME PLATING/BEDFORD,Metal Coating, PA,40.02423,-78.50741,1
AMER COLOR & CHEM LOCK HAVEN PLT,Chemical Mfg, PA,41.130167,-77.443903,1
AMER COLOR GRAPHICS DBA VERTIS COMMUNICATIONS/YORK,Printing, PA,39.941534,-76.79309,1
AMER COLOR GRAPHICS HANOVER PRINTING PLT,Printing, PA,39.816827,-76.960009,1
AMER ENTERPRISE IND,Chemical Mfg, PA,39.9921,-75.58051,1
AMER ENTERPRISE IND,Petroleum, PA,39.9921,-75.58051,1
AMER ENV SVCS OAKDALE,Waste Management, PA,40.413881,-80.19723,1
AMER FLOORING LLC/PITTSTON TWP,Plastics and Resins, PA,41.298128,-75.72835,1
AMER HETEROCYCLIC RESEARCH,Chemical Mfg, PA,41.9628,-78.63681,1
AMER REF GROUP/BRADFORD,Petroleum, PA,41.965472,-78.633108,1
AMER ROCK SALT COMPANY - READING SALT STORAGE FACILITY,Chemical Mfg, PA,40.35785,-75.92527,1
AMER ROCK SALT DUBOIS STORAGE PILE,Chemical Mfg, PA,41.123889,-78.693056,1
AMER VIDEO GLASS CO/MT PLEASANT PLT,Chemical Mfg, PA,40.188601,-79.582182,1
AMER. BOTTOMS,Waste Management, IL,38.59824,-90.181785,1
AMERACE CON PROD DIV,Electronics Industry, NJ,40.677276,-74.24455,1
AMERACE ELECTRONICS COMPONENTS,Electronics Industry, FL,26.92045,-82.00358,1
AMERACE IND ELECT PROD,Electronics Industry, NJ,40.796751,-74.347756,1
AMERADA HESS - BOGOTA TERMINAL,Petroleum, NJ,40.878152,-74.035234,1
AMERADA HESS - VESTAL TERMINAL,Petroleum, NY,42.10593,-75.99869,1
AMERADA HESS CORP,Petroleum, FL,29.815194,-85.307093,1
AMERADA HESS CORP  ROSETON TERMINAL,Petroleum, NY,41.54364,-74.00131,1
AMERADA HESS CORP GREENSBORO TERMINAL,Petroleum, NC,36.080153,-79.92932,1
AMERADA HESS CORP SALISBURY TERMINAL,Petroleum, MD,38.360713,-75.61985,1
AMERADA HESS CORP SECAUCUS TERMINAL,Petroleum, NJ,40.797056,-74.067167,1
AMERADA HESS CORPORATION,Oil and Gas, ND,48.0376,-102.868,1
AMERADA HESS CORPORATION,Oil and Gas, ND,48.14775,-103.61935,1
AMERADA HESS TERMINAL,Petroleum, CT,41.3031,-72.89837,1
AMERADA HESS:NORTH TERMINAL,Petroleum, SC,32.88855,-79.97283,1
AMERAGUARD HOLDINGS,Paints and Coatings, TX,32.76121,-97.30092,1
AMERASTAR  INC.,Metal Machinery Mfg, MI,43.951489,-86.44778,1
AMERBELLE TEXTILES,Textiles and Leather, CT,41.867535,-72.442295,1
AMERCHOL CORP,Chemical Mfg, LA,30.795088,-90.651861,1
AMERCHOL CORP,Chemical Mfg, NJ,40.532583,-74.394444,1
AMERCHOL CORP,Chemical Mfg, NY,40.94774,-73.74545,1
AMERCORD  INC.,Metal Coating, GA,31.9233,-82.68225,1
AMERDYNE WEST INC,Metal Coating, CA,34.00509,-118.07062,1
AMERECO BIOFUELS,Chemical Mfg, AZ,33.3616,-112.7445,1
AMEREDEV - AMEN CORNER CTB,Oil and Gas, NM,32.023317,-103.257822,1
AMEREDEV- HP GAS PAD,Oil and Gas, NM,32.077584,-103.273082,1
AMEREDEV II 430 PERMIAN BASIN,Oil and Gas, TX,30.301336,-97.813592,1
AMEREDEV II  LLC MAIN OFFICE,Oil and Gas, TX,30.2451,-97.84406,1
AMERESCO BRICKYARD,Waste Management, IL,40.101091,-87.600275,1
AMERESCO FORWARD LLC,Waste Management, CA,37.872415,-121.18885,1
AMERESCO FORWARD LLC,Waste Management, CA,37.877687,-121.183299,1
AMERESCO JOHNSON CANYON LLC,Waste Management, CA,36.51552,-121.4342,1
AMERESCO KELLER CANYON LLC,Waste Management, CA,38.006584,-121.941018,1
AMERESCO ROXANA RNG LLC,Waste Management, IL,38.821065,-90.020527,1
AMERESCO WOODLAND-WAYNE CO,Waste Management, MI,42.27303,-83.42686,1
AMEREX CORPORATION,Chemical Mfg, AL,33.64912,-86.56604,1
AMEREX CORPORATION,Metal Coating, AL,33.64912,-86.56604,1
AMEREX SUPPLY INC,Metal Machinery Mfg, NJ,40.62513,-74.32901,1
AMERI KART CORPORATION,Plastics and Resins, IN,41.729664,-85.800478,1
AMERIBRIDGE,Metal Coating, IN,39.85244,-85.9836,1
AMERIBRIDGE,Metal Machinery Mfg, IN,39.85244,-85.9836,1
AMERICA 1 ENV SERVICES,Waste Management, CA,36.87515,-119.73346,1
AMERICA PORTABLE RESTROOMS LLC,Cleaning Product Mfg, CA,36.883027,-121.714782,1
AMERICA TORQUE INC CONVERTERS,Electronics Industry, FL,28.769043,-82.556913,1
AMERICA WEST PACKAGING INC,Chemical Mfg, CO,39.79465,-104.985442,1
AMERICA WEST PRINTING CORP,Printing, CO,39.67779,-104.99747,1
AMERICAD TECHNOLOGY,Plastics and Resins, MA,42.173666,-71.200885,1
AMERI-CAL CORP. (1652050083),Metal Coating, OH,41.115553,-81.895451,1
AMERICAN & EFIRD  LLC.  GASTONIA PLANTS,Textiles and Leather, NC,35.278416,-81.154466,1
AMERICAN & EFIRD INC PLANT 05 & 15,Textiles and Leather, NC,35.29062,-81.01181,1
AMERICAN & EFIRD INC PLANT 10,Textiles and Leather, NC,35.67695,-80.45277,1
AMERICAN & EFIRD LLC-PLT 15,Textiles and Leather, NC,35.288218,-81.013597,1
AMERICAN 3CI,Waste Management, AL,33.545328,-86.815316,1
AMERICAN ACCESS TECHNOLOGIES INC,Metal Machinery Mfg, FL,29.830426,-81.98186,1
AMERICAN ACRYL,Chemical Mfg, TX,29.59427,-95.02514,1
AMERICAN ACRYL,Plastics and Resins, TX,29.59427,-95.02514,1
AMERICAN ACRYL LP,Chemical Mfg, TX,29.600902,-95.022533,1
AMERICAN ACRYL PASADENA,Chemical Mfg, TX,29.62132,-95.06676,1
AMERICAN ACRYL PASADENA,Petroleum, TX,29.601111,-95.018889,1
AMERICAN ACRYL PASADENA,Plastics and Resins, TX,29.62132,-95.06676,1
AMERICAN ACRYLIC CORPORATION,Plastics and Resins, NY,40.71916,-73.33733,1
AMERICAN ADHESIVES & COATINGS,Chemical Mfg, NJ,40.721878,-74.175767,1
AMERICAN ADVANCED TECHNOLOGIES LLC - HOUMA OIL RECOVERY FACILITY,Waste Management, LA,29.54821,-90.68305,1
AMERICAN AERO FTW,Airports, TX,32.82122,-97.35604,1
AMERICAN AERO FTW,Airports, TX,32.821919,-97.355085,1
AMERICAN AERO JET,Airports, TX,30.677429,-97.672216,1
AMERICAN AERO SERVICES INC,Airports, MA,41.878369,-71.016961,1
AMERICAN AEROMOTIVE COMPONENTS,Metal Machinery Mfg, TX,29.91317,-95.35886,1
AMERICAN AGIP CO INC,Petroleum, NY,40.75868,-73.57845,1
AMERICAN AGRICULTURAL LAB,Waste Management, NE,40.20096,-100.634381,1
AMERICAN AIR COMPRESSOR CORP,Electronics Industry, NJ,40.7868,-74.034384,1
AMERICAN AIR FILTER INT -AAF INT,Metal Machinery Mfg, MO,38.97141,-92.29704,1
AMERICAN AIR LIQUIDE-GLASGOW,Industrial Gas, DE,39.611634,-75.739635,1
AMERICAN AIRLINES,Airports, CA,32.73026,-117.19264,1
AMERICAN AIRLINES,Airports, MO,38.7439,-90.38336,1
AMERICAN AIRLINES,Airports, PA,40.49603,-80.25666,1
AMERICAN AIRLINES GSE SHOP,Airports, FL,27.989889,-82.536433,1
AMERICAN AIRLINES HANGERS - LAGUARDIA,Chemical Mfg, NY,40.775789,-73.873513,1
AMERICAN AIRLINES INC,Airports, FL,26.072091,-80.144878,1
AMERICAN AIRLINES INC-OLD NATURAL BRIDGE RD,Airports, MO,38.73506,-90.35028,1
AMERICAN AIRLINES  INC.,Airports, CA,33.94237,-118.41456,1
AMERICAN AIRPORT CORP WHITEMAN,Airports, CA,34.26071,-118.41087,1
AMERICAN AIRPORTS CORP - FOX FIELD,Airports, CA,34.73319,-118.21632,1
AMERICAN AIRPORTS CORP SAN GABRIEL VALLEY AIRPORT,Airports, CA,34.08407,-118.03266,1
AMERICAN ALUPACK INDUSTRIES LLC,Metal Machinery Mfg, CA,34.21275,-119.14288,1
AMERICAN AMPHIBIOUS EQUIPMENT & RENTAL INC - ELLINGTON LEVEE CONSTRUCTION,Waste Management, LA,29.887614,-90.340896,1
AMERICAN APPLIANCE PRODUCTS  INC.,Metal Coating, TN,35.98825,-83.20638,1
AMERICAN APPLIANCE PRODUCTS  INC.,Metal Coating, TN,36.28246,-86.68894,1
AMERICAN AUTOCOAT INC,Metal Coating, MI,42.85302,-85.86966,1
AMERICAN AVENUE LANDFILL,Waste Management, CA,36.6659,-120.1382,1
AMERICAN AVIATION INC,Airports, CO,38.955075,-104.574885,1
AMERICAN AVK,Metal Coating, CA,36.76309,-119.71466,1
AMERICAN AXLE & MANUFACTURING INC,Metal Machinery Mfg, MI,42.68917,-83.25514,1
AMERICAN BAG,Plastics and Resins, TX,29.76449,-95.32009,1
AMERICAN BAG & PAPER CORP,Paper Mills and Products, PA,40.07414,-75.01676,1
AMERICAN BANK NOTE CO,Printing, PA,40.16367,-75.13609,1
AMERICAN BANK NOTE COMPANY,Printing, PA,39.958336,-75.230699,1
AMERICAN BANK NOTE COMPANY,Printing, TN,35.6026,-87.11941,1
AMERICAN BANK NOTE HOLOGRAPHICS,Metal Coating, PA,40.16263,-75.05652,1
AMERICAN BASIC INDUSTRIES INC,Metal Machinery Mfg, MI,42.358474,-83.181034,1
AMERICAN BATTERY ACID CORP,Chemical Mfg, TN,35.16685,-90.04521,1
AMERICAN BATTERY TECHNOLOGY COMPANY LITHIUM-ION BATTERY RECYCLING PILOT PLANT,Chemical Mfg, NV,39.61337,-119.252869,1
AMERICAN BATTERY TECHNOLOGY COMPANY LITHIUM-ION BATTERY RECYCLING PILOT PLANT,Mining and Refining, NV,39.61337,-119.252869,1
AMERICAN BERYLLIUM CORPORATION,Metal Machinery Mfg, FL,27.403668,-82.543631,1
AMERICAN BEVERAGE,Electronics Industry, IN,38.33389,-85.83169,1
AMERICAN BILTRITE INC,Paper Mills and Products, NJ,39.97449,-74.9723,1
AMERICAN BILTRITE RUBBER CO @ EAST GATE CENTER,Cleaning Product Mfg, NJ,39.94115,-74.94366,1
AMERICAN BIOANALYTICAL,Chemical Mfg, MA,42.31414,-71.33994,1
AMERICAN BIODIESEL INC DBA COMMUNITY FUELS,Chemical Mfg, CA,37.95204,-121.31766,1
AMERICAN BIODIESEL INC DBA COMMUNITY FUELS,Cleaning Product Mfg, CA,37.95204,-121.31766,1
AMERICAN BIO-FUELS,Chemical Mfg, AL,31.568025,-85.271269,1
AMERICAN BLENDING CO,Cleaning Product Mfg, CA,33.89759,-118.04526,1
AMERICAN BLENDING COMPANY  INC.,Cleaning Product Mfg, CA,33.89836,-118.04256,1
AMERICAN BOA  INC.   INDUSTRIAL DIVISION,Metal Machinery Mfg, GA,34.17453,-84.16259,1
AMERICAN BOARD CO,Electronics Industry, NY,42.08899,-76.05031,1
AMERICAN BOARD CO,Waste Management, NY,42.08899,-76.05031,1
AMERICAN BOILER WORKS,Metal Machinery Mfg, WA,48.168898,-122.139513,1
AMERICAN BOILER WORKS SITE,Metal Machinery Mfg, WA,47.999722,-122.214529,1
AMERICAN BONANZA GOLD MINING - COPPERSTONE MINE,Mining and Refining, AZ,33.865875,-114.29066,1
AMERICAN BORATE DISPOSAL SITE,Waste Management, CA,36.625467,-117.201437,1
AMERICAN BUILDING PRODUCTS,Metal Coating, IL,38.619478,-88.984417,1
AMERICAN BUILDING PRODUCTS,Textiles and Leather, IL,38.619478,-88.984417,1
AMERICAN BUILDINGS COMPANY  WEST DIVISION,Electronics Industry, NV,39.2046,-119.74053,1
AMERICAN BUMPER CORPORATION,Metal Coating, FL,25.87997,-80.33466,1
AMERICAN CALENDAR COMPANY,Printing, TN,36.15865,-82.838585,1
AMERICAN CAN CO,Plastics and Resins, NJ,40.3656,-74.49061,1
AMERICAN CANDLE COMPANY,Electronics Industry, NY,42.061439,-73.980176,1
AMERICAN CANYON FIRE & POLICE,Fire Protection, CA,38.171743,-122.2485,1
AMERICAN CANYON FIRE DEPARTMENT,Fire Protection, CA,38.17172,-122.25628,1
AMERICAN CANYON FIRE PROTECTION DISTRICT,Fire Protection, CA,38.172557,-122.248203,1
AMERICAN CANYON LANDFILL,Waste Management, CA,38.1769,-122.2813,1
AMERICAN CANYON LANDFILL,Waste Management, CA,38.1809,-122.281,1
AMERICAN CANYON LEVEE DS,Waste Management, CA,38.509738,-122.357059,1
AMERICAN CANYON STRIPPING,Metal Coating, CA,38.19154,-122.25723,1
AMERICAN CANYON WASTE WATER TREATMENT FACILITY,Waste Management, CA,38.1879,-122.2782,1
AMERICAN CARBON TECHNOLOGIES,Chemical Mfg, SC,34.70854,-81.13749,1
AMERICAN CARBONS INC,Chemical Mfg, GA,32.58234,-83.59228,1
AMERICAN CARBONYL LLC,Chemical Mfg, AL,34.631339,-86.636244,1
AMERICAN CARCO CORP,Metal Coating, OH,39.79804,-84.17855,1
AMERICAN CAST FILMS INC,Plastics and Resins, IL,42.130221,-87.914055,1
AMERICAN CAST IRON PIPE CO,Metal Coating, AL,33.54698,-86.83465,1
AMERICAN CELLOPHANE & PLASTICS,Plastics and Resins, KY,38.164431,-85.779961,1
AMERICAN CHEMET,Chemical Mfg, MT,46.587167,-111.919861,1
AMERICAN CHEMET,Chemical Mfg, MT,46.58744,-111.92353,1
AMERICAN CHEMET,Paints and Coatings, MT,46.587167,-111.919861,1
AMERICAN CHEMET CORP,Chemical Mfg, MT,46.58333,-111.92742,1
AMERICAN CHEMICAL AND ENVIRONMENTAL INC,Waste Management, CA,32.655581,-117.083968,1
AMERICAN CHEMICAL CORP,Cleaning Product Mfg, PR,18.417242,-66.13924,1
AMERICAN CHEMICAL LLC,Chemical Mfg, UT,41.944149,-112.218768,1
AMERICAN CHEMICAL LLC,Cleaning Product Mfg, UT,42.044444,-112.216333,1
AMERICAN CHEMICAL SOLUTIONS  LLC,Paints and Coatings, MI,43.2098,-86.2139,1
AMERICAN CHEMICAL SYSTEMS II LLC,Cleaning Product Mfg, KS,37.64122,-97.38414,1
AMERICAN CHEMICAL WORKS,Chemical Mfg, CO,39.713701,-104.99964,1
AMERICAN CHEM-TECH INC,Paints and Coatings, AZ,33.42246,-112.03248,1
AMERICAN CHROMING CORPORATION,Metal Coating, FL,25.85116,-80.31673,1
AMERICAN CIRCUIT BOARD CO INC,Electronics Industry, CA,33.861652,-117.908741,1
AMERICAN CIRCUIT SYSTEMS INCORPORATED,Electronics Industry, IL,41.91403,-87.99306,1
AMERICAN CIRCUIT TEHCNOLOGY,Electronics Industry, CA,33.8628,-117.80196,1
AMERICAN CIRCUITS INCORPORATED,Electronics Industry, NC,35.24705,-80.82674,1
AMERICAN CLEANERS,Printing, TX,30.243165,-97.782951,1
AMERICAN CLEANERS,Printing, TX,30.26802,-97.74633,1
AMERICAN CLYBOURN FINISHING,Metal Coating, IL,41.68115,-87.61342,1
AMERICAN COALS LANDFILL,Waste Management, IA,41.334604,-93.098039,1
AMERICAN COATINGS,Paints and Coatings, TX,30.08949,-95.57539,1
AMERICAN COATINGS,Paper Mills and Products, FL,30.578737,-84.6025,1
AMERICAN COATINGS INC,Paints and Coatings, TX,30.09207,-95.57795,1
AMERICAN COLLARS & COUPLINGS INC.,Metal Machinery Mfg, CT,41.929301,-73.081557,1
AMERICAN COLLOID CO./CETCO,Textiles and Leather, GA,34.44163,-84.703301,1
AMERICAN COLLOID COMPANY (GASCOYNE PLANT),Chemical Mfg, ND,46.1118,-103.046,1
AMERICAN COLLOID CO-WATERLOO,Chemical Mfg, IA,42.487964,-92.320824,1
AMERICAN COLOR GRAPHICS,Printing, CA,38.012909,-121.8693,1
AMERICAN COLOR GRAPHICS,Printing, GA,33.73841,-84.570509,1
AMERICAN COLOR GRAPHICS,Printing, IA,41.796068,-92.057884,1
AMERICAN COLOR GRAPHICS,Printing, MD,39.477769,-76.230934,1
AMERICAN COLOR GRAPHICS INC,Printing, AL,33.14647,-86.40643,1
AMERICAN COLOR GRAPHICS INC. MEDINA,Printing, OH,41.13627,-81.85412,1
AMERICAN COLOR GRAPHICS  INC.,Printing, GA,33.783707,-84.60653,1
AMERICAN COLOR INC,Waste Management, VA,38.15108,-77.97534,1
AMERICAN COLORS INC DISPERSION PLANT SANDUSKY OHIO,Paints and Coatings, OH,41.44269,-82.75132,1
AMERICAN COLORS  INC.,Paints and Coatings, TN,36.20324,-86.2729,1
AMERICAN COLORS  INC.,Paints and Coatings, TN,36.404228,-86.398566,1
AMERICAN COMBINING CORP-72-36 BURCHELL,Textiles and Leather, NY,40.59597,-73.802175,1
AMERICAN COMPOSITES ENGINEERING,Plastics and Resins, FL,29.386287,-82.426237,1
AMERICAN COMPOSITES ENGINEERING INC.,Plastics and Resins, FL,29.386801,-82.425925,1
AMERICAN COMPOSTING INC,Waste Management, AR,34.749444,-92.133056,1
AMERICAN COMPOSTING  INC.,Waste Management, AR,34.74343,-92.13446,1
AMERICAN COMPOUNDING SPECIALTIES,Plastics and Resins, MI,42.65827,-84.0772,1
AMERICAN COMPRESSED STEEL INC,Chemical Mfg, MO,39.10846,-94.60298,1
