X,Y,Date_Orig,Date_Issue,Date_Expir,FID,Permit_ID,NCS_Number,Firm_Name,Contact_FN,Contact_LN,Phone,Address,City,State,Zip,County,Owns,Domestic_S,Grease,Portable_T,Other_Wast,Capacity,Other_Wa_1,Capacity_D,Latitude,Longitude
-9232698.304,4179190.86,2014/10/07 00:00:00+00,2018/03/22 00:00:00+00,2023/03/22 00:00:00+00,162,SDTF-88-01,NCS-01297,Griffin Waste Services,Fritz,Rybert,(404) 851-1889,5775 Glenridge Drive  Suite E-,Atlanta,GA,30328,Transylvania,N,Y,N,N,N,"3,000.00",3,0,35.11,-82.94
-9206119.662,4198613.387,2015/06/19 00:00:00+00,2016/08/11 00:00:00+00,2021/08/11 00:00:00+00,163,SDTF-88-02,NCS-01241,Holiday Kamper Company of Columbia LLC DBA Camping World RV Sales,Chad,Griffin,(828) 281-4549,402 Old Leicester Hwy,Asheville,NC,28806,Transylvania,N,N,N,Y,N,"3,700.00",0,0,35.26,-82.70
-8749767.636,4252550.36,1996/02/22 00:00:00+00,2018/05/02 00:00:00+00,2023/05/02 00:00:00+00,164,SDTF-92-02,NCS-00085,Scenic Ridge Country Campground,BC,Raynor,(919) 606-0604,1018 Hwy 70 W,Garner,NC,27529,Wake,Y,Y,Y,N,N,"112,000.00",0,0,35.65,-78.60
-8735456.402,4289885.746,1996/02/22 00:00:00+00,2016/10/28 00:00:00+00,2021/10/28 00:00:00+00,165,SDTF-92-03,NCS-00084,Driggers Septic Tank,Frank C,Pearce,(919) 556-5018,5008 Rogers Rd,Rolesville,NC,27571,Wake,Y,Y,Y,N,N,"34,700.00",0,0,35.92,-78.47
-8748683.384,4248333.165,1996/07/22 00:00:00+00,2018/05/02 00:00:00+00,2023/05/02 00:00:00+00,166,SDTF-92-07,NCS-00093,Paradise Cove Marina,Bobby Ray,Stallings,(919) 779-1074,7132 Hidden Valley Trail,Garner,NC,27529,Wake,Y,Y,Y,N,N,"40,000.00",40,0,35.62,-78.59
-8742402.739,4256771.923,2012/12/20 00:00:00+00,2015/07/30 00:00:00+00,2020/07/30 00:00:00+00,167,SDTF-92-10,NCS-01247,All Seasons Marina,Larry,Gardner,(919) 772-3155,2300 US Hwy 70 E,Garner,NC,27529,Wake,N,N,N,Y,N,"3,000.00",3,0,35.68,-78.53
-8746446.976,4272042.625,2012/09/24 00:00:00+00,2017/12/28 00:00:00+00,2018/12/31 00:00:00+00,168,SDTF-92-11,NCS-01216,Mountain Falls Luxury Monocoach Resort,Dylan,Gehrken,(919) 817-6142,3900 Commerce Park Drive,Raleigh,NC,27610,Wake,N,N,Y,N,N,"40,500.00",0,0,35.79,-78.57
-8754530.997,4266990.712,2017/06/12 00:00:00+00,2017/06/12 00:00:00+00,2018/06/12 00:00:00+00,169,SDTF-92-12,NCS-01356,Quality Septic LLC,Joseph,VanSchaick,(910) 990-2926,324 S. Wilmington Street,Raleigh,NC,27601,Wake,N,N,Y,N,N,"123,000.00",0,0,35.76,-78.64
-9088689.845,4339999.274,2002/08/15 00:00:00+00,2018/01/13 00:00:00+00,2023/01/13 00:00:00+00,170,SDTF-95-01,NCS-00305,Camp Tekoa Inc,Mike,Garlock,(828) 262-5745,1372 NC Hwy 194 N,Boone,NC,28607,Watauga,Y,Y,Y,Y,N,"39,100.00",39,100,36.29,-81.65
-9089958.887,4342604.162,2011/07/06 00:00:00+00,2017/09/22 00:00:00+00,2021/05/12 00:00:00+00,171,SDTF-95-02,NCS-00305,Victory Septic Solutions,Mike,Garlock,(828) 265-9005,1372 NC Hwy 194 N,Boone,NC,28607,Watauga,N,Y,N,Y,N,"2,000.00",2,0,36.30,-81.66
-8663430.465,4215604.058,1996/05/28 00:00:00+00,2014/11/19 00:00:00+00,2019/01/01 00:00:00+00,172,SDTF-96-01,NCS-00393,Liquid Environmental Solutions,Chris,Parks,(919) 778-0264,798 Parkstown Road,La Grange,NC,28551,Wayne,N,Y,Y,Y,N,"34,000.00",34,0,35.38,-77.82
-8680004.824,4225300.775,1996/05/28 00:00:00+00,2016/06/14 00:00:00+00,2021/06/14 00:00:00+00,173,SDTF-96-02,NCS-00825,Liquid Environmental Solutions,Bonnie P,Howell,(919) 735-9402,PO Box 1611,Goldsboro,NC,27533,Wayne,Y,N,N,Y,N,"3,300.00",0,0,35.45,-77.97
-8701894.689,4205749.447,1999/06/11 00:00:00+00,2014/09/18 00:00:00+00,2019/09/18 00:00:00+00,174,SDTF-96-04,NCS-00752,Grease Outlet.com LLC,Ashley B.,Keen,(919) 922-7909,294 Bennett Rd,Goldsboro,NC,27530,Wayne,Y,Y,Y,Y,Y,"55,000.00",0,0,35.31,-78.17
-8679019.647,4200504.341,2010/03/02 00:00:00+00,2017/07/14 00:00:00+00,2017/12/31 00:00:00+00,175,SDTF-96-11,NCS-00254,Liquid Environmental Solutions (Winston-Salem),Eldridge Ray,Brock,(919) 658-2832,2899 Summerlins Crossroads Rd.,Mt. Olive,NC,28365,Wayne,N,Y,Y,N,N,"6,000.00",6,0,35.27,-77.96
-8688756.763,4226644.156,2012/10/12 00:00:00+00,2014/03/28 00:00:00+00,2019/03/28 00:00:00+00,176,SDTF-96-12,NCS-01225,WRE Earth Farms LLC DBA Stanley Environmental Solutions,Clifton,Griffin,(919) 922-0572,207 Western Wayne Dr.,Pikeville,NC,27863,Wayne,Y,Y,Y,N,N,"20,000.00",20,0,35.46,-78.05
-8660493.857,4253443.59,1997/08/28 00:00:00+00,2016/02/11 00:00:00+00,2021/02/11 00:00:00+00,177,SDTF-98-01,NCS-00115,WRE Earth Farms LLC DBA Stanley Environmental Solutions,Maurice,Mitchell,(252) 243-2226,6522 Speight School Rd,Wilson,NC,27893,Wilson,Y,Y,Y,Y,N,"10,000.00",10,0,35.66,-77.80
-8661112.794,4253669.649,2009/02/03 00:00:00+00,2016/02/11 00:00:00+00,2020/06/01 00:00:00+00,178,SDTF-98-02,NCS-00115,WRE Earth Farms LLC DBA Stanley Environmental Solutions (Durham),Maurice,Mitchell,(252) 243-2226,6522 Speight School Rd.,Wilson,NC,27893,Wilson,N,Y,N,N,N,"20,000.00",20,0,35.66,-77.80
-8691442.902,4244978.648,1998/08/25 00:00:00+00,2014/03/28 00:00:00+00,2019/03/28 00:00:00+00,179,SDTF-98-07,NCS-00077,Enviro-Choice Recycling LLC DBA Brian's Waste Recycling,Myrtle,Creech,(252) 239-0016,PO Box 460,Lucama,NC,27851,Wilson,Y,Y,Y,N,N,"10,000.00",10,0,35.59,-78.08
-8669020.93,4245539.944,2004/04/28 00:00:00+00,2013/09/30 00:00:00+00,2018/06/11 00:00:00+00,180,SDTF-98-08,NCS-00953,Island Septic,David,Newsome,(919) 242-3751,441 Buck Newsome Rd,Fremont,NC,27830,Wilson,Y,Y,Y,Y,Y,"110,000.00",0,0,35.60,-77.88
-8691585.391,4245210.008,2005/12/16 00:00:00+00,2015/10/15 00:00:00+00,2020/10/15 00:00:00+00,181,SDTF-98-09,NCS-00077,W2 Septic Pumping LLC,Myrtle,Creech,(252) 239-0016,8973 Kirby Rd,Kenly,NC,27542,Wilson,Y,Y,Y,N,N,"30,000.00",30,0,35.60,-78.08
-8669844.694,4274370.421,2008/04/28 00:00:00+00,2014/03/28 00:00:00+00,2019/03/28 00:00:00+00,182,SDTF-98-10,NCS-01110,Anderson Pumping Service,Charles,LaHay,(252) 245-0051,4624 West Langley Rd.,Elm City,NC,27822,Wilson,Y,N,Y,N,N,"3,500.00",0,0,35.81,-77.88
-8660394.783,4257973.879,2012/06/08 00:00:00+00,2014/10/06 00:00:00+00,2018/06/08 00:00:00+00,183,SDTF-98-11,NCS-01202,Lake James Family Campground & Benfield’s Harbor,Allen,Roberson,(252) 236-5725,6049 US 301 N.,Elm City,NC,27822,Wilson,N,Y,Y,Y,N,"153,000.00",0,0,35.69,-77.80
-9031525.06,4284410.617,1990/11/19 00:00:00+00,2017/09/22 00:00:00+00,2022/09/22 00:00:00+00,184,SLAS-02-04,NCS-00104,Myers Septic Tank Company,David R,Mecimore,(828) 632-4608,128 Taylorsville Mfg. Road,Taylorsville,NC,28681,Alexander,Y,Y,Y,N,N,205000,0,0,35.88,-81.13
-9028424.812,4301819.921,2000/09/06 00:00:00+00,2017/09/22 00:00:00+00,2022/02/08 00:00:00+00,185,SLAS-02-05,NCS-00320,Rowan Septic Tank & Ditching Co Inc,Warren,Miller,(828) 632-0788,80 West Main Ave,Taylorsville,NC,28681,Alexander,N,Y,Y,Y,N,265000,0,0,36.01,-81.10
-9009292.331,4377431.554,2010/08/31 00:00:00+00,2017/04/04 00:00:00+00,2022/04/04 00:00:00+00,186,SLAS-03-04,NCS-01188,A Sani-Can,Aaron,Robinson,(276) 236-6962,3572 Peppers Ferry Road,Wytheville,VA,24382,Alleghany,N,Y,Y,Y,N,1605000,0,0,36.56,-80.93
-8903087.971,4150218.396,2011/05/04 00:00:00+00,2014/06/26 00:00:00+00,2019/06/26 00:00:00+00,187,SLAS-04-08,NCS-01094,T-N-T Septic Service,Ronnie & Dayton,Oaks,(704) 848-8801,2323 Diggs Road,Wadesboro,NC,28170,Anson,Y,Y,Y,Y,N,855000,0,0,34.90,-79.98
-8580246.976,4251361.327,2000/09/05 00:00:00+00,2016/04/11 00:00:00+00,2021/04/11 00:00:00+00,188,SLAS-07-06,NCS-00826,Robinson's Septic Tank Cleaning,Scott,Williamson,(252) 944-7737,1774 Wharton Station Rd,Washington,NC,27889,Beaufort,Y,Y,Y,Y,N,400000,0,0,35.64,-77.08
-8777945.939,4095161.134,1993/07/22 00:00:00+00,2017/06/22 00:00:00+00,2021/06/08 00:00:00+00,189,SLAS-09-07,NCS-00153,Ray's Septic Service,Furnie,Singletary,(910) 648-2228,PO Box 782,Bladenboro,NC,28320,Bladen,N,Y,Y,Y,N,410000,0,0,34.49,-78.85
-8706904.066,4029498.938,1993/06/25 00:00:00+00,2016/06/02 00:00:00+00,2017/06/02 00:00:00+00,190,SLAS-10-13,NCS-00033,Garner Construction Company,Ryan,Hewett,(910) 842-6606,2166 Big Neck Road NW,Ash,NC,28420,Brunswick,N,Y,N,N,N,945000,0,0,34.01,-78.22
-8698820.045,4030855.284,2014/06/26 00:00:00+00,2015/12/16 00:00:00+00,2020/12/16 00:00:00+00,191,SLAS-10-21,NCS-00298,Garner Construction Company,Mary,Cook,(910) 253-4689,PO Box 8,Boliva,NC,28422,Brunswick,N,Y,Y,Y,N,165000,0,0,34.02,-78.14
-9071334.023,4250813.429,1998/08/25 00:00:00+00,2018/03/08 00:00:00+00,2023/03/08 00:00:00+00,192,SLAS-12-03,NCS-00928,Don Jordan's Septic Tank Cleaning & Portable Toilet Rental,T Regan,Hudson,(828) 874-5147,7204 Old Laurel Rd,Vale,NC,28168,Burke,Y,Y,Y,Y,N,2197100,0,0,35.64,-81.49
-9082626.272,4273787.053,1990/07/13 00:00:00+00,2014/02/27 00:00:00+00,2019/02/27 00:00:00+00,193,SLAS-12-05,NCS-00240,Creech's Septic & Grease Trap Cleaning,Darlene,Williams,(704) 728-7116,PO Box 546,Hudson,NC,28638,Burke,Y,Y,Y,N,N,325000,0,0,35.80,-81.59
-8479558.497,4351809.189,2003/07/25 00:00:00+00,2015/12/16 00:00:00+00,2019/04/01 00:00:00+00,194,SLAS-15-02,NCS-00914,Pearce Backhoe & Septic Tank Svc.,Joseph,Russell,(252) 202-9969,134 Bellcross Rd,Camden,NC,27921,Camden,N,Y,Y,Y,Y,505000,0,0,36.37,-76.17
-8466756.755,4347073.718,2011/11/08 00:00:00+00,2013/05/07 00:00:00+00,2017/01/01 00:00:00+00,195,SLAS-15-04,NCS-00242,Eastside Septic Cleaning Service,Glenn,Hines,(757) 482-7001,1828 Mount Pleasant Rd.,Chesapeake,VA,23322,Camden,N,Y,Y,N,Y,1690000,0,0,36.34,-76.06
-8553774.088,4131938.416,1991/08/07 00:00:00+00,2011/05/21 00:00:00+00,2016/05/11 00:00:00+00,196,SLAS-16-02,NCS-00049,Hardee's Septic Tank Service,W Keith,Garner,(252) 223-4019,5970 Hwy 70,Newport,NC,28570,Carteret,Y,Y,Y,N,N,930000,0,0,34.76,-76.84
-8560536.747,4137419.676,2005/04/26 00:00:00+00,2012/04/26 00:00:00+00,2016/08/28 00:00:00+00,197,SLAS-16-03,NCS-00207,TNT Services Inc.,Donald,Bryant,(252) 726-6761,123 Pete Rd,Newport,NC,28570,Carteret,N,Y,Y,N,N,375000,0,0,34.81,-76.90
-8565788.8,4135065.007,1993/04/30 00:00:00+00,2014/10/06 00:00:00+00,2018/04/15 00:00:00+00,198,SLAS-16-05,NCS-00207,Stallings Septic Service,Donald,Bryant,(252) 726-6761,123 Pete Rd,Newport,NC,28570,Carteret,N,Y,Y,N,N,200000,0,0,34.79,-76.95
-8563409.903,4137952.494,2001/09/07 00:00:00+00,2012/01/13 00:00:00+00,2017/01/13 00:00:00+00,199,SLAS-16-08,NCS-00049,A Pauls Septic Tank Service,Morgan and Keith,Garner,(252) 223-4019,5970 Hwy 70,Newport,NC,28570,Carteret,N,Y,Y,N,N,505000,0,0,34.81,-76.93
-9018402.718,4254820.566,1994/06/09 00:00:00+00,2016/01/16 00:00:00+00,2021/01/16 00:00:00+00,200,SLAS-18-01,NCS-00016,Taylorsville Precast Molds Inc.,Gary,Dellinger,(704) 483-5641,8151 Webbs Rd,Denver,NC,28037,Catawba,Y,Y,Y,Y,N,3283000,0,0,35.67,-81.01
-8796215.694,4249560.216,1994/08/12 00:00:00+00,2016/06/14 00:00:00+00,2019/09/07 00:00:00+00,201,SLAS-19-02,NCS-00636,Brinson & Miller Inc.,Damon W.,Woodall,(919) 577-1995,51 Buttonwood Court,Fuquay Varina,NC,27526,Chatham,N,N,Y,N,N,2275000,0,0,35.63,-79.02
-9082670.8,4216505.21,1992/06/05 00:00:00+00,2018/03/08 00:00:00+00,2022/10/01 00:00:00+00,202,SLAS-23-06,NCS-00576,Bennie A Moore Septic Tank Service Inc,Leonard,McSwain,(704) 482-1380,3020 Ramseur Church Rd,Shelby,NC,28150,Cleveland,N,Y,N,N,N,640000,0,0,35.39,-81.59
-9082911.25,4201060.646,1996/09/18 00:00:00+00,2014/05/15 00:00:00+00,2017/10/17 00:00:00+00,203,SLAS-23-10,NCS-00574,Bennie A Moore Septic Tank Service Inc,Kati,Beaver,(704) 487-9997,707 Poplar Springs Church Rd,Shelby,NC,28152,Cleveland,Y,Y,Y,Y,N,645000,0,0,35.27,-81.59
-9067510.198,4191394.742,1996/09/26 00:00:00+00,2014/07/02 00:00:00+00,2018/12/03 00:00:00+00,204,SLAS-23-11,NCS-00608,Mitchell's Septic Tank Cleaning Service Inc.,Trent,Rhea,(704) 739-5849,5030 Harmon Rd,Kings Mountain,NC,28086,Cleveland,N,Y,N,Y,N,100000,0,0,35.20,-81.45
-8758477.273,4043244.455,2006/05/08 00:00:00+00,2012/10/31 00:00:00+00,2017/05/18 00:00:00+00,205,SLAS-24-06,NCS-00735,Waste Management of Wilmington,James,Faulk,(910) 653-3672,13603 Swamp Fox Hwy East,Tabor City,NC,28463,Columbus,N,Y,Y,Y,N,450000,0,0,34.11,-78.68
-8761763.424,4061257.004,2008/04/28 00:00:00+00,2016/05/04 00:00:00+00,2020/05/04 00:00:00+00,206,SLAS-24-07,NCS-00984,Lentz Septic Tank Service,Ben,Harrelson,(910) 642-7431,5454 James B White Hwy S,Whiteville,NC,28472,Columbus,N,Y,Y,Y,N,440000,0,0,34.24,-78.71
-8766602.483,4048677.369,2017/08/08 00:00:00+00,2017/08/08 00:00:00+00,2018/08/08 00:00:00+00,207,SLAS-24-09,NCS-00282,Rouse Septic Tank Service,John (Jack),Turner,(910) 653-4810,714 Mollie Ironhill Rd.,Clarendon,NC,28432,Columbus,N,Y,Y,N,N,220800,0,0,34.15,-78.75
-8766508.974,4040254.77,2016/11/10 00:00:00+00,2017/08/30 00:00:00+00,2018/08/01 00:00:00+00,208,SLAS-24-10,NCS-01203,Rouse Septic Tank Service,John,Long,(910) 620-5645,PO Box 563,Shallotte,NC,28459,Columbus,N,Y,N,N,N,690000,0,0,34.09,-78.75
-8600790.988,4207170.937,2003/09/15 00:00:00+00,2015/07/27 00:00:00+00,2018/12/17 00:00:00+00,209,SLAS-25-08,NCS-00912,Hoffman Septic Tank Pumping,John W,Dunham,(252) 633-5334,2115 Hwy 55 West,New Bern,NC,28562,Craven,N,Y,Y,Y,Y,2613600,0,0,35.32,-77.26
-8592168.18,4197769.583,2005/02/08 00:00:00+00,2015/07/27 00:00:00+00,2018/12/17 00:00:00+00,210,SLAS-25-09,NCS-00912,B & B Concrete Products Inc,John W,Dunham,(252) 633-5334,2115 Hwy 55 West,New Bern,NC,28562,Craven,Y,Y,Y,Y,Y,851400,0,0,35.25,-77.18
-8600071.864,4203903.966,2006/05/22 00:00:00+00,2012/02/20 00:00:00+00,2017/02/02 00:00:00+00,211,SLAS-25-10,NCS-01000,Williams Septic Tank Service,Michael,Braxton,(252) 244-0713,9900 US Hwy 17 North,Vanceboro,NC,28586,Craven,N,Y,Y,Y,N,356500,0,0,35.29,-77.26
-8600743.121,4206273.276,2006/08/01 00:00:00+00,2013/03/21 00:00:00+00,2017/06/30 00:00:00+00,212,SLAS-25-11,NCS-00912,C. S. Hines Inc.,John W.,Dunham,(252) 633-5334,2115 Hwy 55 West,New Bern,NC,28562,Craven,N,Y,Y,Y,Y,1326600,0,0,35.31,-77.26
-8602477.478,4199235.035,2014/06/19 00:00:00+00,2016/05/04 00:00:00+00,2020/05/04 00:00:00+00,213,SLAS-25-12,NCS-01263,Matthews Septic Tank Service,Randy,Register,(252) 670-4031,117 Davis Rd.,Cove City,NC,28523,Craven,N,Y,N,N,N,585000,0,0,35.26,-77.28
-8616977.955,4209124.762,2016/09/30 00:00:00+00,2016/09/30 00:00:00+00,2017/09/30 00:00:00+00,214,SLAS-25-13,NCS-00912,Matthews Septic Tank Service,John W. (Billy),Dunham,(252) 633-5334,2115 Hwy 55 West,New Bern,NC,28562,Craven,N,Y,Y,Y,Y,5999400,0,0,35.33,-77.41
-8442990.044,4321863.987,1994/09/26 00:00:00+00,2014/07/23 00:00:00+00,2017/03/19 00:00:00+00,215,SLAS-27-06,NCS-00090,Brocks Septic Tank Service,Roy L.,Etheridge,(252) 261-3073,PO Box 296,Powells Point,NC,27966,Currituck,Y,Y,Y,Y,Y,195000,0,0,36.15,-75.84
-8460090.944,4351795.364,2008/05/30 00:00:00+00,2016/03/17 00:00:00+00,2020/05/28 00:00:00+00,216,SLAS-27-11,NCS-00210,Brocks Septic Tank Service,Paul,Hoffman,(252) 339-4900,110 Enterprise Dr,Elizabeth City,NC,27909,Currituck,N,Y,Y,Y,Y,740000,0,0,36.37,-76.00
-8447171.204,4327854.659,2011/01/07 00:00:00+00,2014/08/27 00:00:00+00,2019/04/01 00:00:00+00,217,SLAS-27-18,NCS-01151,Register's Septic Tank Pumping,J. Bryan,Smith,(252) 255-2030,PO Box 2560,Kitty Hawk,NC,27949,Currituck,N,Y,Y,Y,Y,1120000,0,0,36.20,-75.88
-8460069.793,4351348.82,2011/04/29 00:00:00+00,2012/06/28 00:00:00+00,2016/06/28 00:00:00+00,218,SLAS-27-19,NCS-01151,Hall's Septic Tank Cleaning Service,J. Bryan,Smith,(252) 255-2030,PO Box 2560,Kitty Hawk,NC,27949,Currituck,Y,Y,Y,Y,Y,1920000,0,0,36.37,-76.00
-8459995.209,4352499.089,2010/12/30 00:00:00+00,2014/08/27 00:00:00+00,2019/04/01 00:00:00+00,219,SLAS-27-20,NCS-01151,C & C Septic Tank Service,J. Bryan,Smith,(252) 255-2030,PO Box 2560,Kitty Hawk,NC,27949,Currituck,Y,Y,Y,Y,Y,2210000,0,0,36.38,-76.00
-8442562.577,4322889.778,2011/01/07 00:00:00+00,2016/02/26 00:00:00+00,2021/02/26 00:00:00+00,220,SLAS-27-21,NCS-01151,Haywood Jordans Septic Service,J. Bryan,Smith,(252) 255-2030,PO Box 2560,Kitty Hawk,NC,27949,Currituck,N,Y,Y,Y,Y,3970000,0,0,36.16,-75.84
-8442591.52,4322243.132,2017/05/19 00:00:00+00,2017/05/19 00:00:00+00,2018/05/19 00:00:00+00,221,SLAS-27-22,NCS-01151,Belton's Septic Tank Service,J. Bryan,Smith,(252) 255-2030,PO Box 2560,Kitty Hawk,NC,27949,Currituck,Y,Y,Y,Y,Y,605000,0,0,36.16,-75.84
-8442381.126,4321941.194,2017/06/23 00:00:00+00,2017/06/23 00:00:00+00,2018/06/23 00:00:00+00,222,SLAS-27-23,NCS-01377,S & S Septic Tank Pumping,Jonathan,Younts,(252) 489-3366,5150 Woods Road,Kitty Hawk,NC,27949,Currituck,N,Y,Y,Y,N,1000000,0,0,36.15,-75.84
-8682164.423,4179880.825,1996/02/15 00:00:00+00,2017/07/14 00:00:00+00,2018/03/22 00:00:00+00,223,SLAS-31-01,NCS-00254,S & B Maintenance LLC,Eldridge Ray,Brock,(919) 658-2832,2899 Summerlins Crossroads Rd,Mt Olive,NC,28365,Duplin,N,Y,Y,N,N,495000,0,0,35.12,-77.99
-8657601.777,4162069.798,2000/03/16 00:00:00+00,2015/04/16 00:00:00+00,2020/04/16 00:00:00+00,224,SLAS-31-10,NCS-00810,Cannons Septic Tank Service Inc.,Roy P.,Heath  Jr.,(910) 347-6181,4025 Richlands Hwy,Jacksonville,NC,28540,Duplin,N,Y,N,N,N,650000,0,0,34.99,-77.77
-8659512.019,4148215.211,2000/03/21 00:00:00+00,2013/02/06 00:00:00+00,2017/02/04 00:00:00+00,225,SLAS-31-11,NCS-00259,Cannons Septic Tank Service Inc.,Emmett,Hall,(910) 298-5750,297 Durwood Evans Rd,Beulaville,NC,28518,Duplin,Y,Y,N,N,N,200000,0,0,34.88,-77.79
-8689974.598,4152181.215,2003/11/14 00:00:00+00,2012/02/07 00:00:00+00,2016/03/30 00:00:00+00,226,SLAS-31-13,NCS-00256,Cannons Septic Tank Service Inc.,Kenneth W.,Register Jr.,(910) 293-4022,630 Penny Branch Rd.,Warsaw,NC,28398,Duplin,N,Y,Y,Y,N,600000,0,0,34.91,-78.06
-8800075.14,4154371.13,2007/07/20 00:00:00+00,2011/06/14 00:00:00+00,2016/06/13 00:00:00+00,227,SLAS-31-14,NCS-01046,Cannons Septic Tank Service Inc.,James A.,Dobson,(910) 296-4620,P.O. Box 64067,Fayetteville,NC,28306,Robeson,N,Y,Y,N,Y,208000,0,0,34.93,-79.05
-8865072.365,4337753.995,2010/03/03 00:00:00+00,2014/07/23 00:00:00+00,2017/07/23 00:00:00+00,228,SLAS-31-16,NCS-01046,Cheek Environmental,James A.,Dobson,(910) 296-4620,149 Penn Rd,Reidsville,NC,27320,Rockingham,N,Y,Y,Y,Y,325000,0,0,36.27,-79.64
-8907703.277,4356610.37,2001/11/19 00:00:00+00,2012/02/07 00:00:00+00,2015/02/07 00:00:00+00,229,SLAS-33-04,NCS-00831,Millers Septic Service,Lonnie,House,(252) 813-7038,191 Percy Lane,Mayodan,NC,27027,Rockingham,N,Y,N,Y,N,105000,0,0,36.41,-80.02
-8904865.743,4363630.703,2003/08/04 00:00:00+00,2017/02/16 00:00:00+00,2022/02/16 00:00:00+00,230,SLAS-33-05,NCS-00246,Pearce Concrete,Curtis L,Matthews Jr.,(252) 714-7890,191 Percy Lane,Mayodan,NC,27027,Rockingham,Y,Y,N,N,N,280000,0,0,36.46,-79.99
-8864668.275,4340525.449,2005/11/01 00:00:00+00,2012/06/27 00:00:00+00,2016/10/11 00:00:00+00,231,SLAS-33-06,NCS-00470,Powell's Septic Tank Service,Blake,Boswell,(252) 977-9384,149 Penn Road,Reidsville,NC,27320,Rockingham,Y,Y,Y,Y,N,350000,0,0,36.29,-79.63
-8970142.379,4256118.234,1991/10/28 00:00:00+00,2014/08/28 00:00:00+00,2019/08/28 00:00:00+00,232,SLAS-35-01,NCS-00347,Roberts Septic Tank Cleaners,Denise R.,Roberts,(919) 494-2914,1882 Briggs Rd,Salisbury,NC,28147,Rowan,N,Y,N,N,N,685000,0,0,35.68,-80.58
-8960616.77,4265752.102,2008/05/23 00:00:00+00,2016/06/14 00:00:00+00,2018/04/01 00:00:00+00,233,SLAS-35-05,NCS-00858,Parks Septic Tank Cleaning Service,Keith,Clemons,(919) 872-2202,7351 Old Mocksville Rd,Salisbury,NC,28144,Rowan,N,Y,Y,N,N,255000,0,0,35.75,-80.49
-9100990.648,4202511.534,2008/09/13 00:00:00+00,2016/06/14 00:00:00+00,2019/04/01 00:00:00+00,234,SLAS-35-06,NCS-01127,Cooper Septic Tank Service LLC,Ryan Shane,Brantley,(252) 478-3721,1356 Racepath Church Road,Mooresboro,NC,28114,Rutherford,N,Y,Y,Y,Y,1020400,0,0,35.28,-81.76
-8729844.787,4159363.519,2009/02/24 00:00:00+00,2016/06/14 00:00:00+00,2021/06/14 00:00:00+00,235,SLAS-35-07,NCS-01127,Cooper Septic Tank Service LLC,Ryan Shane,Brantley,(252) 478-3721,1366 Bass Lake Rd,Roseboro,NC,28382,Sampson,Y,Y,Y,Y,Y,2025400,0,0,34.97,-78.42
-8721569.296,4173607.399,2017/08/03 00:00:00+00,2017/08/03 00:00:00+00,2018/08/03 00:00:00+00,236,SLAS-35-10,NCS-01317,Billingsley Septic Tank Co.,Marlon,Lewis,(919) 818-4342,221 Beulah Rd,Clinton,NC,28328,Sampson,N,Y,Y,N,N,475000,0,0,35.07,-78.35
-8725220.575,4185670.328,1992/11/20 00:00:00+00,2016/02/23 00:00:00+00,2021/02/23 00:00:00+00,237,SLAS-36-04,NCS-01373,Billingsley Septic Tank Co.,Jim,Lanier,(704) 263-8186,260 Beulah Rd,Clinton,NC,28328,Sampson,N,Y,Y,N,N,8375400,0,0,35.16,-78.38
-8838684.079,4161871.424,2004/09/27 00:00:00+00,2014/08/28 00:00:00+00,2019/08/28 00:00:00+00,238,SLAS-36-10,NCS-00868,Gann Brothers Septic Tank Service Inc.,Dennis,Willis,(704) 435-2326,31149 Hill Creek Road,Wagram,NC,28396,Scotland,N,Y,Y,N,N,1335000,0,0,34.99,-79.40
-8933051.838,4367884.706,1999/02/05 00:00:00+00,2017/02/16 00:00:00+00,2021/01/01 00:00:00+00,239,SLAS-40-03,NCS-00739,Gann Brothers Septic Tank Service Inc.,Billy Ray,Heath,(252) 747-1900,2984 NC 8 Hwy. N,Danbury,NC,27016,Stokes,N,Y,N,Y,N,620000,0,0,36.49,-80.25
-8915259.764,4373266.607,1991/09/03 00:00:00+00,2017/10/05 00:00:00+00,2020/12/01 00:00:00+00,240,SLAS-42-04,NCS-00336,Hoke Septic Service Inc,AM,Powell,(252) 537-2450,1395 Hwy 704 E,Lawsonville,NC,27022,Stokes,N,Y,N,N,N,230000,0,0,36.53,-80.09
-8732428.512,4332480.947,1991/02/28 00:00:00+00,2015/12/16 00:00:00+00,2020/01/01 00:00:00+00,241,SLAS-42-05,NCS-00334,Jeff Lawson Septic Tank & Pumping Service,James H,Pearce,(252) 537-2410,712 N. Chavis Road,Kittrell,NC,27544,Vance,N,Y,Y,N,N,540000,0,0,36.23,-78.44
-8749798.806,4252343.503,2003/01/17 00:00:00+00,2014/08/28 00:00:00+00,2019/01/01 00:00:00+00,242,SLAS-47-02,NCS-00421,Wesson Septic Tank Service Inc,James,Locklear,(910) 875-4748,1018 Hwy 70 W,Garner,NC,27529,Wake,N,Y,Y,Y,N,1045000,0,0,35.65,-78.60
-8735585.533,4289863.752,1993/07/22 00:00:00+00,2014/07/02 00:00:00+00,2018/12/16 00:00:00+00,243,SLAS-49-02,NCS-00147,Leonard McSwain Septic Tank,Keith,Lentz,(704) 876-1834,5008 Rogers Rd,Rolesville,NC,27571,Wake,Y,Y,Y,N,N,2250000,0,0,35.92,-78.47
