10 HUC,CON,Column1,Column2
Lee Swamp-Black Creek,"Lee Swamp-Black Creek , NC",35.6424411,-78.0466433
Leith Creek,"Leith Creek , NC",34.8016904,-79.4591268
Leonard Creek,"Leonard Creek , NC",35.9047135,-80.2098211
Lewis Branch-Northeast Cape Fear River,"Lewis Branch-Northeast Cape Fear River , NC",34.7279398,-77.8765814
Lewis Creek-Northeast Cape Fear River,"Lewis Creek-Northeast Cape Fear River , NC",34.2746985,-77.8633294
Lewis Mill Branch-Big Swamp,"Lewis Mill Branch-Big Swamp , NC",34.7090177,-78.8545424
Lewis Point-Albemarle Sound,"Lewis Point-Albemarle Sound , NC",35.9882146,-76.0707551
Lick Creek,"Lick Creek , NC",35.9640983,-78.7842685
Lick Creek-Lower Town Fork Creek,"Lick Creek-Lower Town Fork Creek , NC",36.2828499,-80.1874474
Lick Fork,"Lick Fork , NC",36.401352,-79.5856008
Lighthouse Channel-Back Sound,"Lighthouse Channel-Back Sound , NC",34.6839431,-76.5632726
Liliput Creek,"Liliput Creek , NC",34.074775,-77.9724362
Little Alligator River,"Little Alligator River , NC",35.9411101,-76.1252003
Little Bear Creek,"Little Bear Creek , NC",35.6332505,-79.3486674
Little Black Creek-Black Creek,"Little Black Creek-Black Creek , NC",35.6351589,-77.9330403
Little Brush Creek-New River,"Little Brush Creek-New River , NC",35.7595731,-79.0192997
Little Buffalo Creek,"Little Buffalo Creek , NC",35.7595731,-79.0192997
Little Chinquapin Branch-Trent River,"Little Chinquapin Branch-Trent River , NC",35.0532419,-77.389313
Little Cold Water Creek,"Little Cold Water Creek , NC",35.4360663,-80.5382872
Little Crabtree Creek,"Little Crabtree Creek , NC",35.9171713,-82.2661359
Little Creek,"Little Creek , NC",35.915386,-82.555136
Little Creek-Buckhorn Reservoir,"Little Creek-Buckhorn Reservoir , NC",35.7117429,-78.1535928
Little Creek-Lake Norman,"Little Creek-Lake Norman , NC",35.5019795,-80.918003
Little Creek-Little River,"Little Creek-Little River , NC",35.2387268,-82.6290119
Little Dan River,"Little Dan River , NC",36.5900108,-80.3853478
Little East Fork Pigeon River-West Fork Pigeon River,"Little East Fork Pigeon River-West Fork Pigeon River , NC",35.4278825,-82.9181895
Little Elkin Creek,"Little Elkin Creek , NC",36.2734702,-80.9283688
Little Fisher River,"Little Fisher River , NC",36.4823103,-80.7602164
Little Grassy Creek,"Little Grassy Creek , NC",36.4444691,-78.6114993
Little Horse Creek,"Little Horse Creek , NC",36.5267035,-81.5678509
Little Island Creek,"Little Island Creek , NC",36.469266,-78.475547
Little Ivy Creek,"Little Ivy Creek , NC",35.8087728,-82.5074132
Little Lick Creek-Neuse River,"Little Lick Creek-Neuse River , NC",35.7595731,-79.0192997
Little Long Creek,"Little Long Creek , NC",35.3805716,-80.1986633
Little Mountain Creek,"Little Mountain Creek , NC",35.7595731,-79.0192997
Little Northeast Creek,"Little Northeast Creek , NC",34.7734577,-77.3137736
Little Pine Creek-French Broad River,"Little Pine Creek-French Broad River , NC",35.7595731,-79.0192997
Little Raft Swamp,"Little Raft Swamp , NC",34.8658099,-79.2112094
Little River,"Little River , NC",35.2387268,-82.6290119
Little River Inlet-Atlantic Ocean,"Little River Inlet-Atlantic Ocean , NC",35.7595731,-79.0192997
Little Rock Creek,"Little Rock Creek , NC",35.9745812,-79.4655763
Little Rockfish Creek,"Little Rockfish Creek , NC",35.7595731,-79.0192997
Little Shocco Creek,"Little Shocco Creek , NC",36.2506891,-78.1792309
Little Sugar Creek,"Little Sugar Creek , NC",35.1692802,-80.832561
Little Swamp-Contentnea Creek,"Little Swamp-Contentnea Creek , NC",35.5195485,-77.6704405
Little Troublesome Creek,"Little Troublesome Creek , NC",36.3079984,-79.6487965
Little Uwharrie River,"Little Uwharrie River , NC",35.8041911,-80.028336
Little Yadkin River,"Little Yadkin River , NC",36.287792,-80.4242988
Lizard Creek-Lake Gaston,"Lizard Creek-Lake Gaston , NC",36.5246987,-77.9208586
Locks Creek-Cape Fear River,"Locks Creek-Cape Fear River , NC",35.0292344,-78.7759139
Lodge Creek,"Lodge Creek , NC",34.767732,-76.8173138
Logan Creek,"Logan Creek , NC",36.1726769,-80.5382797
Long Branch-Little River,"Long Branch-Little River , NC",35.2387268,-82.6290119
Long Creek,"Long Creek , NC",34.4421115,-78.0097139
Long Shoal-Gull Shoal,"Long Shoal-Gull Shoal , NC",35.414857,-81.2403579
Long Shoal-Pamlico Sound,"Long Shoal-Pamlico Sound , NC",35.5696182,-75.791565
Looking Glass Run,"Looking Glass Run , NC",36.2207701,-77.4443771
Lookout Shoals Lake,"Lookout Shoals Lake , NC",35.7687839,-81.0961603
Loves Creek-Rocky River,"Loves Creek-Rocky River , NC",35.7078041,-79.4521007
Lovills Creek,"Lovills Creek , NC",36.5700914,-80.6271368
Lower Ahoskie Creek,"Lower Ahoskie Creek , NC",36.2628259,-77.211744
Lower Back Creek,"Lower Back Creek , NC",35.7722604,-79.8968798
Lower Bay River,"Lower Bay River , NC",35.1566532,-76.664297
Lower Bear Creek,"Lower Bear Creek , NC",35.6168118,-79.3847432
Lower Big Alamance Creek,"Lower Big Alamance Creek , NC",36.0283516,-79.4309761
Lower Big Bear Creek,"Lower Big Bear Creek , NC",35.4086936,-80.3268766
Lower Big Laurel Creek,"Lower Big Laurel Creek , NC",35.915235,-82.6427863
Lower Big Marsh Swamp,"Lower Big Marsh Swamp , NC",34.8554158,-79.0360946
Lower Black River,"Lower Black River , NC",34.331868,-78.0325363
Lower Brasstown Creek,"Lower Brasstown Creek , NC",34.9624957,-83.8923056
Lower Brown Creek,"Lower Brown Creek , NC",35.8577582,-82.1871299
Lower Brush Creek,"Lower Brush Creek , NC",35.4736587,-82.4376783
Lower Buffalo Creek,"Lower Buffalo Creek , NC",35.7595731,-79.0192997
Lower Cabin Creek,"Lower Cabin Creek , NC",35.7595731,-79.0192997
Lower Cane Creek,"Lower Cane Creek , NC",35.7595731,-79.0192997
Lower Cane River,"Lower Cane River , NC",35.9145561,-82.3912419
Lower Cartoogechaye Creek,"Lower Cartoogechaye Creek , NC",35.1513698,-83.4483131
Lower Cedar Creek,"Lower Cedar Creek , NC",34.9559997,-78.7572427
Lower Clark Creek,"Lower Clark Creek , NC",35.402121,-80.7547149
Lower Coddle Creek,"Lower Coddle Creek , NC",35.584285,-80.7879407
Lower Colly Creek,"Lower Colly Creek , NC",35.7595731,-79.0192997
Lower Conetoe Creek,"Lower Conetoe Creek , NC",35.8575252,-77.4357596
Lower Conoho Creek,"Lower Conoho Creek , NC",35.9443991,-77.2117419
Lower Country Line Creek,"Lower Country Line Creek , NC",36.3377611,-79.4675422
Lower Cove Creek,"Lower Cove Creek , NC",36.2869944,-81.7684273
Lower Crabtree Creek,"Lower Crabtree Creek , NC",35.8107098,-78.6794572
Lower Crane Creek,"Lower Crane Creek , NC",36.0133813,-82.09518
Lower Crowders Creek,"Lower Crowders Creek , NC",35.2370723,-81.2683859
Lower Cullasaja River,"Lower Cullasaja River , NC",35.1222439,-83.298714
Lower Deep Creek,"Lower Deep Creek , NC",34.8529329,-80.1586735
Lower Doctors Creek,"Lower Doctors Creek , NC",34.7537854,-78.1222035
Lower Drowning Creek,"Lower Drowning Creek , NC",35.124204,-79.5489482
Lower Dutch Buffalo Creek,"Lower Dutch Buffalo Creek , NC",35.3669031,-80.4382062
Lower Dutchmans Creek,"Lower Dutchmans Creek , NC",35.3628136,-80.0199533
Lower Elk River,"Lower Elk River , NC",36.155751,-81.8927394
Lower Falling Creek,"Lower Falling Creek , NC",35.2621075,-77.6905291
Lower Fisher River,"Lower Fisher River , NC",36.403628,-80.7684709
Lower Fontana Lake-Little Tennessee River,"Lower Fontana Lake-Little Tennessee River , NC",35.4441394,-83.727883
Lower Fourth Creek,"Lower Fourth Creek , NC",35.8187373,-80.9151812
Lower Goshen Swamp,"Lower Goshen Swamp , NC",35.0423509,-77.8953067
Lower Grants Creek,"Lower Grants Creek , NC",35.6219465,-80.5493781
Lower Gum Swamp Creek,"Lower Gum Swamp Creek , NC",35.7595731,-79.0192997
Lower Hannah Creek,"Lower Hannah Creek , NC",35.5828876,-79.9470737
Lower Henry Fork,"Lower Henry Fork , NC",35.6610065,-81.5263751
Lower Hitchcock Creek,"Lower Hitchcock Creek , NC",34.9619382,-79.7547071
Lower Hogans Creek,"Lower Hogans Creek , NC",36.3943102,-79.5026689
Lower Holly Shelter Creek,"Lower Holly Shelter Creek , NC",34.6479003,-77.7001341
Lower Hominy Creek,"Lower Hominy Creek , NC",35.5718482,-82.6591465
Lower Hunting Creek,"Lower Hunting Creek , NC",33.993991,-84.0415758
Lower Indian Creek,"Lower Indian Creek , NC",35.7595731,-79.0192997
Lower Ivy Creek,"Lower Ivy Creek , NC",35.7713705,-82.5130388
Lower Jacob Fork,"Lower Jacob Fork , NC",35.6153444,-81.4935684
Lower Johnathans Creek,"Lower Johnathans Creek , NC",35.510062,-83.1206516
Lower Johns River,"Lower Johns River , NC",35.9550943,-81.7130522
Lower Juniper Creek,"Lower Juniper Creek , NC",34.243588,-78.0448148
Lower Knap of Reeds Creek,"Lower Knap of Reeds Creek , NC",36.1410373,-78.7872861
Lower Lanes Creek,"Lower Lanes Creek , NC",34.9907783,-80.3434019
Lower Leepers Creek,"Lower Leepers Creek , NC",35.4828939,-81.1361495
Lower Limestone Creek,"Lower Limestone Creek , NC",35.7595731,-79.0192997
Lower Linville River,"Lower Linville River , NC",35.7459605,-81.8364909
Lower Little Alamance Creek,"Lower Little Alamance Creek , NC",36.0611279,-79.4366214
Lower Little Contentnea Creek,"Lower Little Contentnea Creek , NC",35.5948208,-77.6134515
Lower Little Fishing Creek,"Lower Little Fishing Creek , NC",36.3221996,-77.9517127
Lower Little Marsh Swamp,"Lower Little Marsh Swamp , NC",34.8769869,-79.0192193
Lower Little River,"Lower Little River , NC",35.9247752,-81.2133024
Lower Little River-Atlantic Intracoastal Waterway,"Lower Little River-Atlantic Intracoastal Waterway , NC",35.9247752,-81.2133024
Lower Livingston Creek,"Lower Livingston Creek , NC",34.280506,-78.2419061
Lower Long Creek,"Lower Long Creek , NC",34.4421115,-78.0097139
Lower Lower Creek,"Lower Lower Creek , NC",35.9397139,-81.4937993
Lower Marsh Swamp,"Lower Marsh Swamp , NC",35.7261627,-78.0815928
Lower Mclendons Creek,"Lower Mclendons Creek , NC",35.416722,-79.4253769
Lower Middle Creek,"Lower Middle Creek , NC",35.5853059,-78.7702895
Lower Middle Little River,"Lower Middle Little River , NC",35.9124468,-81.3399288
Lower Mill Creek,"Lower Mill Creek , NC",35.2970341,-83.7905859
Lower Mingo Swamp,"Lower Mingo Swamp , NC",35.3512575,-78.5603991
Lower Mitchell River,"Lower Mitchell River , NC",36.35992,-80.8377466
Lower Moccasin Creek,"Lower Moccasin Creek , NC",35.7595731,-79.0192997
Lower Moon Creek,"Lower Moon Creek , NC",36.4198722,-79.453498
Lower Moores Creek,"Lower Moores Creek , NC",35.7595731,-79.0192997
Lower Mud Creek,"Lower Mud Creek , NC",35.7595731,-79.0192997
Lower Muddy Creek,"Lower Muddy Creek , NC",36.0270814,-80.3436639
Lower Nahunta Swamp,"Lower Nahunta Swamp , NC",35.4957624,-77.9194236
Lower North Fork New River,"Lower North Fork New River , NC",36.4434323,-81.5264968
Lower North Little Hunting Creek,"Lower North Little Hunting Creek , NC",36.1248126,-80.8986226
Lower North Pacolet River,"Lower North Pacolet River , NC",35.2129157,-82.2772597
Lower Oconaluftee River,"Lower Oconaluftee River , NC",35.5147347,-83.3388447
Lower Perquimmans River,"Lower Perquimmans River , NC",36.2061136,-76.4099532
Lower Porter Swamp,"Lower Porter Swamp , NC",34.3598893,-78.9650287
Lower Potecasi Creek,"Lower Potecasi Creek , NC",36.3747211,-77.0794435
Lower Puppy Creek,"Lower Puppy Creek , NC",35.0439909,-79.1322737
Lower Raft Swamp,"Lower Raft Swamp , NC",34.6483012,-79.098396
Lower Raven Fork,"Lower Raven Fork , NC",35.5803833,-83.2720002
Lower Richardson Creek,"Lower Richardson Creek , NC",35.0633547,-80.3712978
Lower Richland Creek,"Lower Richland Creek , NC",35.2546419,-80.0493005
Lower Rockfish Creek,"Lower Rockfish Creek , NC",34.9602329,-78.8612554
Lower Rocky Creek,"Lower Rocky Creek , NC",35.9745812,-79.4655763
Lower Salem Creek,"Lower Salem Creek , NC",36.0640127,-80.2516231
Lower Sandy Creek,"Lower Sandy Creek , NC",34.2850596,-78.156745
Lower Sandy Run,"Lower Sandy Run , NC",35.7595731,-79.0192997
Lower Sapony Creek,"Lower Sapony Creek , NC",35.9295983,-78.0280767
Lower Second Creek,"Lower Second Creek , NC",35.7595731,-79.0192997
Lower Shaken Creek,"Lower Shaken Creek , NC",34.5993793,-77.7339362
Lower Shallotte River,"Lower Shallotte River , NC",33.9057282,-78.3786145
Lower Shelton Laurel Creek,"Lower Shelton Laurel Creek , NC",35.9641166,-82.6996112
Lower Shocco Creek,"Lower Shocco Creek , NC",36.2687595,-78.170616
Lower Silver Creek,"Lower Silver Creek , NC",35.6576982,-81.8005724
Lower Soules Swamp,"Lower Soules Swamp , NC",34.3057246,-78.6866825
Lower South Hyco Creek,"Lower South Hyco Creek , NC",36.2627391,-79.1633169
Lower South Mayo River,"Lower South Mayo River , NC",36.4614396,-79.9640274
Lower South Toe River,"Lower South Toe River , NC",35.8269315,-82.2148465
Lower Stewarts Creek,"Lower Stewarts Creek , NC",36.5297215,-80.7436141
Lower Stony Creek,"Lower Stony Creek , NC",36.2587465,-79.4200226
Lower Sugar Creek,"Lower Sugar Creek , NC",35.2635001,-80.8024092
Lower Swannanoa River,"Lower Swannanoa River , NC",35.5896798,-82.4412766
Lower Tarrara Creek,"Lower Tarrara Creek , NC",35.7595731,-79.0192997
Lower Tenmile Swamp,"Lower Tenmile Swamp , NC",34.7154601,-78.9316228
Lower Third Creek,"Lower Third Creek , NC",35.8117332,-80.8539439
Lower Toisnot Swamp,"Lower Toisnot Swamp , NC",35.7219731,-77.9623078
Lower Town Creek,"Lower Town Creek , NC",34.1651705,-78.0930491
Lower Troublesome Creek,"Lower Troublesome Creek , NC",35.7595731,-79.0192997
Lower Turkey Creek,"Lower Turkey Creek , NC",35.3774134,-83.5748381
Lower Turnbull Creek,"Lower Turnbull Creek , NC",34.7594165,-78.6114768
Lower Valley River,"Lower Valley River , NC",35.2091006,-83.788941
Lower Warrior Fork,"Lower Warrior Fork , NC",35.7729072,-81.6912086
Lower White Oak Creek,"Lower White Oak Creek , NC",35.7595731,-79.0192997
Lower Wilson Creek,"Lower Wilson Creek , NC",35.969684,-81.7677645
Lower Wolf Island Creek,"Lower Wolf Island Creek , NC",36.4305442,-79.6220976
Lumber River,"Lumber River , NC",34.5669774,-79.1432093
Lyday Creek-French Broad River,"Lyday Creek-French Broad River , NC",35.284602,-82.6651179
Lyle Creek,"Lyle Creek , NC",35.7300238,-81.1967323
Lynch Creek,"Lynch Creek , NC",36.199424,-78.3614615
Lyon Creek,"Lyon Creek , NC",34.3922319,-78.1500261
Mackey Creek-Catawba River,"Mackey Creek-Catawba River , NC",35.7595731,-79.0192997
Magness Creek-First Broad River,"Magness Creek-First Broad River , NC",35.7595731,-79.0192997
Mahlers Creek-Swift Creek,"Mahlers Creek-Swift Creek , NC",35.6759127,-78.6008575
Maiden Creek,"Maiden Creek , NC",35.6010685,-81.1554486
Mallard Creek,"Mallard Creek , NC",35.3417207,-80.7543315
Mango Creek-Neuse River,"Mango Creek-Neuse River , NC",35.7788247,-78.5156793
Maple Branch-Fishing Creek,"Maple Branch-Fishing Creek , NC",36.2357168,-78.0509236
Maple Creek-Tar River,"Maple Creek-Tar River , NC",35.7567658,-77.4351508
Maple Swamp,"Maple Swamp , NC",36.3478929,-75.9289046
March Swamp-Somerton Creek,"March Swamp-Somerton Creek , NC",36.5438245,-76.8778546
Marks Creek,"Marks Creek , NC",35.8093444,-78.4069732
Marrowbone Creek,"Marrowbone Creek , NC",35.7595731,-79.0192997
Marsh Swamp-Great Coharie Creek,"Marsh Swamp-Great Coharie Creek , NC",34.7896148,-78.3124988
Martin Creek-Nolichucky River,"Martin Creek-Nolichucky River , NC",36.1295749,-82.7761868
Marys Creek-Haw River,"Marys Creek-Haw River , NC",36.094939,-79.3569372
Masonboro Inlet-Mason Inlet,"Masonboro Inlet-Mason Inlet , NC",34.1825403,-77.7995573
Massy Creek-Dan River,"Massy Creek-Dan River , NC",36.3855239,-79.8288916
Mathews Creek-Northeast Cape Fear River,"Mathews Creek-Northeast Cape Fear River , NC",35.1035455,-77.8031288
Matrimony Creek-Dan River,"Matrimony Creek-Dan River , NC",36.5049877,-79.5554428
Mauls Swamp,"Mauls Swamp , NC",35.3200505,-77.1138136
Maxton Pond-Shoe Heel Creek,"Maxton Pond-Shoe Heel Creek , NC",34.7207034,-79.3669714
Maxwell Creek-Stocking Head Creek,"Maxwell Creek-Stocking Head Creek , NC",34.8714216,-77.8945939
Mayo Creek-Mayo Reservoir,"Mayo Creek-Mayo Reservoir , NC",36.5429815,-78.8757719
McAlpine Creek,"McAlpine Creek , NC",35.1288976,-80.7989567
McDowell Creek,"McDowell Creek , NC",35.425219,-80.9041723
McGalliard Creek-Rhodhiss Lake,"McGalliard Creek-Rhodhiss Lake , NC",35.7456461,-81.5925377
McLean Creek-Upper Little River,"McLean Creek-Upper Little River , NC",35.3215555,-78.8333067
McLin Creek,"McLin Creek , NC",35.6918365,-81.1485374
McMullen Creek,"McMullen Creek , NC",35.1271758,-80.8183838
Meadow Creek-Haw River,"Meadow Creek-Haw River , NC",36.0705143,-79.4111806
Meadow Fork,"Meadow Fork , NC",35.7878117,-82.9057629
Mears Fork-Haw River,"Mears Fork-Haw River , NC",36.094939,-79.3569372
Meat Camp Creek-South Fork New River,"Meat Camp Creek-South Fork New River , NC",36.290136,-81.6582865
Merchants Millpond-Bennetts Creek,"Merchants Millpond-Bennetts Creek , NC",36.4372051,-76.6991524
Middle Bay,"Middle Bay , NC",35.2390251,-76.5069107
Middle Bay River,"Middle Bay River , NC",35.1566532,-76.664297
Middle Big Alamance Creek,"Middle Big Alamance Creek , NC",36.0283516,-79.4309761
Middle Brown Creek,"Middle Brown Creek , NC",35.7595731,-79.0192997
Middle Cane River,"Middle Cane River , NC",35.9145561,-82.3912419
Middle Colly Creek,"Middle Colly Creek , NC",35.7595731,-79.0192997
Middle Conoho Creek,"Middle Conoho Creek , NC",35.9443991,-77.2117419
Middle Crabtree Creek,"Middle Crabtree Creek , NC",35.8107098,-78.6794572
Middle Crane Creek,"Middle Crane Creek , NC",36.0133813,-82.09518
Middle Creek-Little Tennessee River,"Middle Creek-Little Tennessee River , NC",35.5174913,-86.5804473
Middle Creek-Tar River,"Middle Creek-Tar River , NC",35.5853059,-78.7702895
Middle Deep Creek,"Middle Deep Creek , NC",34.8529329,-80.1586735
Middle Drowning Creek,"Middle Drowning Creek , NC",35.124204,-79.5489482
Middle Dutchmans Creek,"Middle Dutchmans Creek , NC",35.3628136,-80.0199533
Middle Fisher River,"Middle Fisher River , NC",36.403628,-80.7684709
Middle Fork Reddies River-South Fork Reddies River,"Middle Fork Reddies River-South Fork Reddies River , NC",36.2645125,-81.3220551
Middle Fourth Creek,"Middle Fourth Creek , NC",35.8187373,-80.9151812
Middle Goshen Swamp,"Middle Goshen Swamp , NC",35.0423509,-77.8953067
Middle Ground-Grant Shoal,"Middle Ground-Grant Shoal , NC",35.7595731,-79.0192997
Middle Gum Swamp Creek,"Middle Gum Swamp Creek , NC",35.7595731,-79.0192997
Middle Henry Fork,"Middle Henry Fork , NC",35.6610065,-81.5263751
Middle Hitchcock Creek,"Middle Hitchcock Creek , NC",34.9619382,-79.7547071
Middle Hunting Creek,"Middle Hunting Creek , NC",35.7595731,-79.0192997
Middle Johns River,"Middle Johns River , NC",35.9550943,-81.7130522
Middle Lanes Creek,"Middle Lanes Creek , NC",34.9907783,-80.3434019
Middle Little Contentnea Creek,"Middle Little Contentnea Creek , NC",35.5948208,-77.6134515
Middle Little Fishing Creek,"Middle Little Fishing Creek , NC",36.3221996,-77.9517127
Middle Livingston Creek,"Middle Livingston Creek , NC",34.280506,-78.2419061
Middle Long Creek,"Middle Long Creek , NC",34.4421115,-78.0097139
Middle Lower Creek,"Middle Lower Creek , NC",35.9397139,-81.4937993
Middle Middle Creek,"Middle Middle Creek , NC",35.5853059,-78.7702895
Middle Mill Creek,"Middle Mill Creek , NC",34.0985047,-78.0863819
Middle Moores Creek,"Middle Moores Creek , NC",35.7595731,-79.0192997
Middle Muddy Creek,"Middle Muddy Creek , NC",36.0270814,-80.3436639
Middle Nahunta Swamp,"Middle Nahunta Swamp , NC",35.4957624,-77.9194236
Middle Newport River,"Middle Newport River , NC",34.7719043,-76.8446894
Middle North Fork New River,"Middle North Fork New River , NC",36.4434323,-81.5264968
Middle North Pacolet River,"Middle North Pacolet River , NC",35.2129157,-82.2772597
Middle Potecasi Creek,"Middle Potecasi Creek , NC",36.3747211,-77.0794435
Middle Prong Roaring River,"Middle Prong Roaring River , NC",36.3420707,-81.1085713
Middle Raft Swamp,"Middle Raft Swamp , NC",34.6483012,-79.098396
Middle Richardson Creek,"Middle Richardson Creek , NC",35.0633547,-80.3712978
Middle Rockfish Creek,"Middle Rockfish Creek , NC",34.9602329,-78.8612554
Middle Saluda River,"Middle Saluda River , NC",35.2362264,-82.3492839
Middle Sandy Creek,"Middle Sandy Creek , NC",34.2850596,-78.156745
Middle Shaken Creek,"Middle Shaken Creek , NC",34.5993793,-77.7339362
Middle Shallotte River,"Middle Shallotte River , NC",33.9057282,-78.3786145
Middle Shocco Creek,"Middle Shocco Creek , NC",36.2687595,-78.170616
Middle South Hyco Creek,"Middle South Hyco Creek , NC",36.2627391,-79.1633169
Middle Swamp,"Middle Swamp , NC",35.7595731,-79.0192997
Middle Swannanoa River,"Middle Swannanoa River , NC",35.5896798,-82.4412766
Middle Third Creek,"Middle Third Creek , NC",35.8117332,-80.8539439
Middle Toisnot Swamp,"Middle Toisnot Swamp , NC",35.7219731,-77.9623078
Middle Town Creek,"Middle Town Creek , NC",35.4806023,-76.0192215
Middle Tranters Creek,"Middle Tranters Creek , NC",35.75858,-77.2290053
Middle Turnbull Creek,"Middle Turnbull Creek , NC",34.7594165,-78.6114768
Middle Valley River,"Middle Valley River , NC",35.2091006,-83.788941
Mill Branch-Ashpole Swamp,"Mill Branch-Ashpole Swamp , NC",35.7595731,-79.0192997
Mill Branch-Lumber River,"Mill Branch-Lumber River , NC",35.7595731,-79.0192997
Mill Creek,"Mill Creek , NC",34.0985047,-78.0863819
Mill Creek-Great Coharie Creek,"Mill Creek-Great Coharie Creek , NC",34.7896148,-78.3124988
Mill Creek-Lake Wylie,"Mill Creek-Lake Wylie , NC",35.0953299,-81.0506249
Mill Creek-Neuse River,"Mill Creek-Neuse River , NC",35.1312747,-76.5038153
Mill Creek-Tuckasegee River,"Mill Creek-Tuckasegee River , NC",35.4348151,-83.58461
Mill Swamp-Fountains Creek,"Mill Swamp-Fountains Creek , NC",35.9302423,-76.9707852
Mill Swamp-Little Coharie Creek,"Mill Swamp-Little Coharie Creek , NC",35.0213469,-78.4865444
Mill Swamp-Six Runs Creek,"Mill Swamp-Six Runs Creek , NC",35.0194103,-78.2362169
Milldam Creek-North Landing River,"Milldam Creek-North Landing River , NC",35.7595731,-79.0192997
Mills River,"Mills River , NC",35.3884479,-82.566789
Millstone Creek-Deep River,"Millstone Creek-Deep River , NC",36.0048676,-79.976619
Mitchell Landing-Cape Fear River,"Mitchell Landing-Cape Fear River , NC",34.7256634,-78.4904278
Mitchell Swamp,"Mitchell Swamp , NC",34.5397325,-79.3155715
Mixon Creek-Pamlico River,"Mixon Creek-Pamlico River , NC",35.3182214,-76.4327016
Moccasin Canal-Scuppernong River,"Moccasin Canal-Scuppernong River , NC",35.8290741,-76.4382305
Moccasin Creek,"Moccasin Creek , NC",35.7595731,-79.0192997
Moccasin Creek-Swift Creek,"Moccasin Creek-Swift Creek , NC",35.710555,-78.7249469
Monie Swamp-Grissett Swamp,"Monie Swamp-Grissett Swamp , NC",34.1296209,-78.6994316
Montgomerys Millpond-Bear Swamp,"Montgomerys Millpond-Bear Swamp , NC",36.3053318,-76.9317163
Moravian Creek,"Moravian Creek , NC",36.0908155,-81.1885269
Morehead City-Drum Shoals,"Morehead City-Drum Shoals , NC",34.7229391,-76.7260436
Morgan Creek,"Morgan Creek , NC",35.5713052,-78.7865794
Mosley Creek,"Mosley Creek , NC",35.2741788,-77.4171181
Mosley Creek-Neuse River,"Mosley Creek-Neuse River , NC",35.7595731,-79.0192997
Mott Creek-Cape Fear River,"Mott Creek-Cape Fear River , NC",35.7595731,-79.0192997
Mount Gould Landing-Chowan River,"Mount Gould Landing-Chowan River , NC",36.1234916,-76.743004
Mountain Creek,"Mountain Creek , NC",35.7595731,-79.0192997
Mountain Creek-Grassy Creek,"Mountain Creek-Grassy Creek , NC",36.5737341,-81.3887137
Mountain Creek-Little River,"Mountain Creek-Little River , NC",35.2387268,-82.6290119
Mountain Island Lake,"Mountain Island Lake , NC",35.3511776,-80.9553294
Moyock Run,"Moyock Run , NC",36.524793,-76.1783247
Muddy Creek,"Muddy Creek , NC",36.0270814,-80.3436639
Muddy Creek-Rocky River,"Muddy Creek-Rocky River , NC",36.0270814,-80.3436639
Muddy Fork,"Muddy Fork , NC",35.9556473,-81.1926582
Mulberry Creek,"Mulberry Creek , NC",35.9915859,-81.6374975
Mulberry Creek-White Oak River,"Mulberry Creek-White Oak River , NC",34.8814492,-77.2201721
Nahunga Creek,"Nahunga Creek , NC",35.0362518,-78.0138123
Naked Creek,"Naked Creek , NC",36.4137815,-81.4412806
Naked Creek-South Fork New River,"Naked Creek-South Fork New River , NC",36.4118705,-81.4061335
Nantahala Lake-Nantahala River,"Nantahala Lake-Nantahala River , NC",35.1825851,-83.6654286
Neatman Creek-Upper Town Fork Creek,"Neatman Creek-Upper Town Fork Creek , NC",36.2939041,-80.243281
Negro Head Creek,"Negro Head Creek , NC",35.7595731,-79.0192997
Neills Creek,"Neills Creek , NC",35.4220457,-78.7589558
Ness Creek-Northeast Cape Fear River,"Ness Creek-Northeast Cape Fear River , NC",35.7595731,-79.0192997
Neuse River,"Neuse River , NC",35.1312747,-76.5038153
Neuse River-Pamlico Sound,"Neuse River-Pamlico Sound , NC",35.1312747,-76.5038153
New Hope Creek-B Everett Jordan Lake,"New Hope Creek-B Everett Jordan Lake , NC",35.8101482,-78.9966763
New Hope River-B Everett Jordan Lake,"New Hope River-B Everett Jordan Lake , NC",35.6576505,-79.0705702
New Lake-New Lake Fork,"New Lake-New Lake Fork , NC",35.6164852,-76.2797645
New Light Creek,"New Light Creek , NC",36.0437799,-78.5806294
New Topsail Inlet-Topsail Beach,"New Topsail Inlet-Topsail Beach , NC",34.3476687,-77.6558084
Newbegun Creek,"Newbegun Creek , NC",36.2341039,-76.1914133
Newfound Creek,"Newfound Creek , NC",35.6281964,-82.6908366
Newland Drainage Canal,"Newland Drainage Canal , NC",36.4203921,-76.4027919
Newmans Creek-Smith Creek,"Newmans Creek-Smith Creek , NC",34.2629473,-77.8635959
Newport Marshes-Lower Newport River,"Newport Marshes-Lower Newport River , NC",34.7865497,-76.8591057
Nicholson Creek,"Nicholson Creek , NC",35.0252655,-79.2211467
Nicks Creek,"Nicks Creek , NC",35.2433304,-79.4731695
Ninemile Creek,"Ninemile Creek , NC",34.7696408,-77.6621956
Noland Creek,"Noland Creek , NC",35.5115333,-83.4963423
Norman Smith Legion Beach-Bull Bay,"Norman Smith Legion Beach-Bull Bay , NC",35.9481399,-76.3347838
Norris Creek,"Norris Creek , NC",35.9514708,-78.3415468
North Buffalo Creek,"North Buffalo Creek , NC",36.1007986,-79.7567597
