Name,Type,Latitude,Logitude
Hannas Lake Dam,Dam,35.3168,-78.5981
Hardees Pond Dam,Dam,35.5768,-77.3114
Hardin Lake Dam,Dam,36.2368,-79.9231
Hardys Mill Pond Dam,Dam,36.1818,-79.7095
Harold W Lees Pond Dam,Dam,35.3435,-78.3897
Harold Wells Dam,Dam,35.0067,-84.0999
Harrells Lake Dam,Dam,35.6885,-77.7714
Harringtons Pond Dam,Dam,36.2751,-78.258
Harris Pond Number Three Dam,Dam,36.0468,-78.2264
Harris Pond Number Two Dam,Dam,36.0485,-78.2314
Hart Lake Dam,Dam,35.5818,-81.3565
Hart Lake Dam,Dam,35.5835,-81.3515
Harwood Lake Dam,Dam,35.319,-80.9767
Hatches Pond Dam,Dam,35.8268,-78.8481
Hatfield Association Lake Dam,Dam,35.8285,-80.8431
Hawks Lake Dam,Dam,36.4285,-80.6631
Hawthorne Dam Lower,Dam,35.8151,-80.8548
Hawthorne Dam Upper,Dam,35.8201,-80.8548
Hayner Pond Dam,Dam,35.3418,-78.5347
Haynes Estate Dam Number One,Dam,36.0035,-80.3931
Haynes Estate Dam Number Two,Dam,36.0085,-80.3881
Heart Lake Dam,Dam,36.1451,-81.6882
Heather Lake Dam,Dam,35.2218,-81.1615
Hedgepeth Pond Dam,Dam,36.3835,-79.0564
Hedrick Dam,Dam,35.7451,-81.2131
Helms Lake Dam,Dam,35.0251,-80.5331
Henderson City Lake Dam,Dam,36.3185,-78.3714
Hendricks Dam,Dam,35.8535,-78.3314
Hendricks Lake Dam,Dam,35.3735,-81.4965
Henredon Dam,Dam,35.7068,-81.7865
Henry Harris Dam,Dam,35.8385,-81.7832
Henry River Dam,Dam,35.6935,-81.4265
Henson Lake Dam,Dam,36.1968,-79.9148
Hester Lake Number One Dam,Dam,36.2285,-78.8164
Hester Millpond Dam,Dam,34.6235,-78.8031
Hester Pond Dam,Dam,35.7868,-78.3297
Hesters Lake Dam,Dam,36.3285,-79.7364
Hewitt Pond Dam,Dam,35.4168,-79.8998
Hickory Nut Lower Dam,Dam,35.4301,-82.1682
Hickory Nut Upper Dam,Dam,35.4318,-82.1732
Hideaway Mountain Lake Dam,Dam,35.0351,-84.2349
Higgins Lake Dam,Dam,36.0485,-79.6897
High Lake Dam,Dam,35.9718,-81.5098
High Meadows Dam,Dam,36.4118,-80.9948
High Point Municipal Dam,Dam,35.9954,-79.9449
High Rock Dam,Dam,35.1651,-82.6815
High Rock Lake Dam,Dam,35.6007,-80.2351
High Shoals Lake Dam,Dam,35.3968,-81.2065
Hill Lake Dam,Dam,35.8435,-81.0181
Hill Top Lake Dam,Dam,36.1285,-80.3581
Hillsdale Lake Dam,Dam,36.1851,-79.8748
Hillside Lake Dam,Dam,36.1235,-79.9231
Hinnants Lake Dam,Dam,35.6702,-78.103
Hinson Pond Dam,Dam,34.9382,-79.7498
Hiwassee Dam,Dam,35.1514,-84.1777
Hobbs Lake Dam,Dam,36.2118,-79.9431
Hodge Dam,Dam,35.3584,-83.1582
Hodgins Pond Dam,Dam,34.8924,-79.2064
Hoerners Waldorf Pond Dam,Dam,36.1052,-77.5414
Hoffman Lake Dam,Dam,35.7718,-78.8164
Hoffners Lake Dam,Dam,35.8168,-80.5081
Hogan Lake Dam,Dam,34.9918,-79.9514
Hogback Dam,Dam,35.1168,-83.0149
Hokes Pond Dam,Dam,35.7652,-77.5497
Holdings Pond Dam,Dam,35.9568,-78.5097
Holiday Acres Lake Dam,Dam,35.7835,-78.8047
Holiday Lake Dam Lower,Dam,35.5002,-79.2147
Holiday Lake Upper Dam,Dam,35.4952,-79.2181
Hollifield Lake Dam,Dam,35.4318,-81.2981
Holloman Pond Dam,Dam,35.4051,-82.5448
Holly Berry Mountain Dam,Dam,35.0668,-83.1215
Holly Farms Lagoon Dam,Dam,36.1535,-81.1331
Holly Hills Pond Dam,Dam,35.0785,-79.4814
Holly Lake Dam,Dam,35.1385,-77.9397
Holts Mill Pond Dam,Dam,35.4638,-78.1858
Holts Pond Dam,Dam,35.4685,-78.3831
Holyfield Lake Dam,Dam,36.3668,-80.7831
Homer Burgess Dam,Dam,35.4468,-83.3299
Honkers Hollow Dam,Dam,36.2335,-79.9914
Hooper Creek Dam,Dam,35.2018,-82.1398
Hoopers Creek Dam,Dam,35.4635,-82.4115
Hope Mills Dam Number One,Dam,34.9718,-78.9447
Horseshoe Lake Dam,Dam,34.8146,-78.645
Horton Pond Dam Number One,Dam,36.3051,-78.8914
Houser Dam,Dam,35.2218,-81.7298
Howard Lake Dam,Dam,36.1768,-80.7265
Hunsucker Lake Dam,Dam,36.1751,-79.8681
Hunt Lake Dam,Dam,35.9418,-79.7681
Hurley Dam,Dam,35.2846,-79.8937
Hurley Lake Dam,Dam,35.5751,-79.8614
Hussey Dam,Dam,35.4168,-79.7281
Hutchens Dam,Dam,36.0435,-80.0148
Hylton Dam,Dam,35.7685,-79.8364
Idols Dam,Dam,35.9751,-80.3981
Il Penseroso Acres Lake Dam,Dam,35.8068,-79.1614
Indian Lake Upper Dam,Dam,35.1568,-82.9399
Infinity Rd Raw Water Reservoir Dam,Dam,36.0901,-78.8681
Inman Brothers Dam,Dam,36.2101,-80.1414
Intermont Dam,Dam,35.1068,-83.0015
Inver Lochy Dam,Dam,36.1218,-81.8365
Irongate Golf Course Lake Dam,Dam,34.9935,-79.0064
Isothermal College Dam,Dam,35.3385,-81.9098
Ivy Dam,Dam,35.7718,-82.6185
J and J Trout Lake,Dam,35.5968,-82.6432
J B White Lake Dam,Dam,35.7568,-79.9331
J C Keith Dam,Dam,35.0222,-79.0227
J C Murdock Dam,Dam,35.7251,-80.8698
J C Neely Dam,Dam,35.7151,-80.7981
J R Vinson Lake Dam,Dam,36.2468,-79.3281
J R Wells Lake A Dam,Dam,35.2885,-78.0097
J S Hedgecock Dam,Dam,36.3918,-80.2048
J W Lackey Dam,Dam,35.8001,-80.9915
J W Stowe Lake Dam,Dam,35.1668,-81.0265
Jackson Training School Lake Dam,Dam,35.3651,-80.6215
Jacksons Pond Dam,Dam,35.1402,-78.4897
Jacksons Pond Dam,Dam,36.0646,-78.2086
James D McGougan Dam,Dam,34.9318,-79.0864
James Dam,Dam,35.6551,-81.3281
James Dobbins Lake Dam,Dam,36.0751,-80.6948
James Hoover Johnson Pond Dam,Dam,35.4702,-79.0597
James Pond Dam,Dam,34.8167,-79.7037
Jamestown Quarry Dam,Dam,35.9651,-79.9181
Jefferson Standard Country Club Dam,Dam,36.1368,-79.8748
Jeffries Pond Dam,Dam,35.9485,-78.158
Jernigans Pond Dam,Dam,35.3485,-78.6747
Jessie Cole Lake Dam,Dam,36.0435,-78.9664
Jim Devane Dam,Dam,35.4585,-79.3514
Jim Frazier Lake Dam,Dam,36.2135,-80.7198
Joe Hamme Jr Lake Dam,Dam,36.2235,-78.5414
Joe Hamme Senior Lake Dam,Dam,36.3101,-78.5464
Joe Hughes Pond Dam,Dam,34.9602,-76.9263
John Bunch Lake Dam,Dam,35.7218,-79.8614
John T Coates Dam,Dam,35.2368,-82.3715
Johns Pond Dam,Dam,34.6885,-79.4348
Johnson Dam,Dam,36.1118,-80.9865
Johnson Pond Dam,Dam,35.5402,-78.7497
Johnson Pond Dam Number Four,Dam,36.3485,-77.5147
Johnson Pond Dam Number One,Dam,36.3585,-77.518
Johnson Pond Dam Number Three,Dam,36.3535,-77.5064
Johnson Pond Dam Number Two,Dam,36.3568,-77.5197
Johnston County Wildlife Pond Dam,Dam,35.5618,-78.3681
Johnston Lake Dam,Dam,35.1485,-80.9365
Jones Lake Dam,Dam,35.5818,-81.0798
Jones Lake Dam,Dam,35.7735,-78.5764
Jones Pond Dam,Dam,34.7518,-79.4881
Jones Pond Dam,Dam,35.1135,-80.2648
Jones Pond Dam,Dam,35.9901,-78.5831
Jonesville Golf Course Lake Dam,Dam,36.2151,-80.8731
Jordan Pond Dam,Dam,35.2901,-79.7081
Joseph Allred Dam,Dam,36.0168,-79.7498
Joyce Dam,Dam,36.3168,-79.6181
Joyners Lake Dam,Dam,36.1318,-80.1148
Julian Price Lake Dam,Dam,36.1385,-81.7315
Julians Lake Dam,Dam,35.6085,-78.6531
Jump-Off Mountain Dam,Dam,35.2868,-82.6065
K and W Lake Dam,Dam,36.1735,-80.3314
K O A Dam,Dam,36.2751,-81.3482
Kanuga Lake Lower Dam,Dam,35.2629,-82.5162
Kaye Thompson Dam,Dam,35.3685,-82.1732
Kearneys Creek Dam,Dam,36.1101,-78.4714
Keasler Lake Dam,Dam,35.3618,-80.7081
Keen Pond Dam Number One,Dam,35.4852,-78.4614
Kellys Pond Dam,Dam,35.2285,-77.5447
Kenmure Pond Dam,Dam,35.2668,-82.4632
Kennedy Lake Dam,Dam,35.3701,-81.4965
Kennedy Lake Dam,Dam,35.8018,-79.5931
Kenneth Raymer Lake Dam,Dam,35.7501,-80.9298
Kernersville Water Supply Dam,Dam,36.1546,-80.1014
Kimesville Lake Dam,Dam,35.946,-79.5464
King Lake Dam,Dam,35.9051,-79.9231
King Pond Dam,Dam,35.7785,-79.0897
Kings Mountain City Lake Number Two,Dam,35.1935,-81.3481
Kings Mountain Mica Company Dam,Dam,35.2185,-81.3498
Kings Mountain Number One Dam,Dam,35.2018,-81.3465
Kings Pond Dam,Dam,34.9752,-79.0431
Kings Pond Dam,Dam,35.8851,-78.8014
Kinney Cameron Lake Dam,Dam,34.9952,-79.5459
Kiser Dam,Dam,36.3885,-80.3298
Kivett Lake Dam Number One,Dam,35.7551,-79.8798
Knolls Association Dam,Dam,35.6168,-81.2315
Knox Surratt Dam,Dam,35.1835,-81.5615
Kornbow Lake Dam,Dam,35.1011,-78.9289
Lagoon A Dam,Dam,35.3368,-81.3048
Lagoon D Dam,Dam,35.3451,-81.3081
Lake Andrew Acres Dam,Dam,35.7152,-78.3447
Lake Anne Dam,Dam,35.8696,-78.7322
Lake Ashnoca Dam,Dam,35.5573,-82.6173
Lake Austin Pond Dam,Dam,35.3802,-78.3831
Lake Benson Dam,Dam,35.6618,-78.6114
Lake Brandt Dam,Dam,36.1726,-79.8389
Lake Brooks Dam,Dam,36.2335,-79.7198
Lake Burlington Sediment Pool Number One Dam,Dam,36.2235,-79.4114
Lake Burlington Sediment Pool Number Two Dam,Dam,36.2318,-79.3997
Lake Butner Water Supply Dam,Dam,36.1668,-78.7731
Lake Cammack Dam,Dam,36.1768,-79.4114
Lake Charles Dam,Dam,34.9652,-78.9781
Lake Charles Dam,Dam,35.0784,-83.3565
Lake Concord Dam,Dam,35.478,-80.585
Lake Corrier Dam,Dam,35.5654,-80.6087
Lake Craig,Dam,35.5818,-82.4932
Lake Desmond Dam,Dam,36.0685,-80.4364
Lake Devin Dam,Dam,36.3001,-78.6214
Lake Elton Dam,Dam,35.9268,-78.8964
Lake Emory Dam,Dam,35.2193,-83.3713
Lake Falmouth Dam,Dam,36.0701,-80.4331
Lake Fisher Dam,Dam,35.4861,-80.5784
Lake Genele Dam,Dam,35.1652,-77.9564
Lake Hamilton Dam,Dam,36.086,-79.8645
Lake Hazel Dam,Dam,36.3951,-79.7114
Lake Herman Dam,Dam,36.1724,-79.7264
Lake Higgins Dam,Dam,36.1685,-79.8798
Lake Hills Club Dam,Dam,36.1885,-80.3481
Lake Hogan Dam,Dam,35.9501,-79.0997
Lake Hosea Dam,Dam,35.2151,-82.3765
Lake Hughes Dam,Dam,36.0418,-78.6514
Lake Hunt Dam,Dam,36.3254,-79.7259
Lake James Dam,Dam,35.7445,-81.8378
Lake Jeanette Dam,Dam,36.1585,-79.7964
Lake Johnson Dam,Dam,35.7652,-78.6764
Lake Junaluska Dam,Dam,35.5268,-82.9632
Lake Kannapolis Dam,Dam,35.5118,-80.6465
Lake Kenilworth Dam,Dam,35.5784,-82.5315
Lake Lamar Dam,Dam,36.4035,-79.6881
Lake Largo Dam,Dam,36.3168,-78.2297
Lake Lauderdale Dam,Dam,35.4552,-78.4114
Lake Laurel Dam,Dam,36.4085,-80.8865
Lake Lee Dam,Dam,34.9657,-80.5111
Lake Logan Dam,Dam,35.4234,-82.9249
Lake Lure Dam,Dam,35.426,-82.1841
Lake Lynn Dam,Dam,34.9802,-78.8931
Lake Lynn Dam,Dam,35.3985,-80.5298
Lake Maree Dam,Dam,34.9537,-80.0382
Lake McKenzie Dam,Dam,35.1702,-79.5798
Lake McPhaul Dam,Dam,35.1368,-79.3714
Lake Michael Dam,Dam,36.1085,-79.2497
Lake Michie Dam,Dam,36.1501,-78.8297
Lake Monroe Dam,Dam,34.9413,-80.5181
Lake Montonia Dam,Dam,35.2018,-81.3315
Lake Myra Dam,Dam,35.7529,-78.43
Lake Orange Dam,Dam,36.1471,-79.15
Lake Pinehurst Dam,Dam,35.1651,-79.4921
Lake Pinehurst Dam No.2,Dam,35.1762,-79.4944
Lake Powhatan Dam,Dam,35.4826,-82.6235
Lake Property Lake Dam,Dam,36.0251,-79.8148
Lake Raleigh Dam,Dam,35.7652,-78.6764
Lake Rim Dam,Dam,35.0318,-79.0414
Lake Rogers Dam,Dam,36.1299,-78.7031
Lake Royale Dam,Dam,35.9502,-78.1897
Lake Rugby Dam,Dam,35.3584,-82.5315
Lake Shelia Dam,Dam,35.1915,-82.3726
Lake Shore Dam,Dam,35.9301,-78.8331
Lake Summit Dam,Dam,35.2334,-82.3998
Lake Surf Dam,Dam,35.2152,-79.1847
Lake Tahoma Dam,Dam,35.7235,-82.0782
Lake Tiaroga Dam,Dam,35.1434,-82.7349
Lake Tom-A-Lex Dam,Dam,35.8718,-80.1931
Lake Tomahawk Dam,Dam,35.6175,-82.3288
Lake Trace Dam,Dam,35.4174,-79.09
Lake Unity Dam,Dam,36.0118,-78.8114
Lake Vance Dam,Dam,35.3418,-78.4714
Lake View Dam,Dam,36.2235,-78.3014
Lake View Estates Pond Dam,Dam,36.1301,-79.3864
Lake Wackena Dam,Dam,35.3035,-77.8647
Lake Wade Dam,Dam,36.3651,-79.5797
Lake Walter Dam,Dam,35.0285,-78.9081
Lake Wanteska Dam,Dam,35.1484,-82.7682
Lake Wendell Dam,Dam,35.7268,-78.3614
Lake Wheeler Dam,Dam,35.6929,-78.6942
Lake Williams Dam,Dam,35.0268,-79.0714
Lake Williams Dam,Dam,35.4802,-79.0931
Lake Wilson Dam,Dam,35.7902,-77.9197
Lake Wood Dam,Dam,35.7218,-79.9014
Lakemont Dam,Dam,35.8452,-78.6331
Lakewood Lake Dam,Dam,36.1418,-79.6848
Lambert Dam,Dam,36.2235,-79.9431
Lambert Mill Dam,Dam,35.5318,-79.7364
Land Harbors Lake Dam,Dam,36.0368,-81.8915
Landis Water Reservoir Dam,Dam,35.5851,-80.6331
Lands Pond Dam,Dam,35.9568,-78.2897
Langdons Pond Number One Dam,Dam,35.5685,-78.5714
Langdons Pond Number Two Dam,Dam,35.5685,-78.5714
Larry Ball Dam,Dam,35.3101,-82.3682
Larry McCullen Pond Dam,Dam,35.0035,-78.0497
Lasater Mill Pond Dam,Dam,36.0251,-80.4198
Lassiter Pond Dam,Dam,35.4818,-78.4414
Laural Lake Dam,Dam,35.3101,-82.6715
Laurel Hill Dam,Dam,34.9302,-79.5531
Laurel Lake Dam,Dam,35.0152,-78.4897
Laurel Lake Dam,Dam,35.2318,-82.7632
Laurel Park Lake Dam,Dam,35.3101,-82.4882
Laws Pond Dam,Dam,36.0668,-81.2915
Leath Dam,Dam,35.8318,-79.9648
Leatherman Dam,Dam,35.5901,-81.3565
Ledbetter Lake Dam,Dam,34.9845,-79.7146
Lee Lake Dam,Dam,36.0835,-80.1214
Lees Mill Pond Dam,Dam,34.8185,-79.3748
Leggett Lake Dam,Dam,34.4585,-79.0898
Leggett Pond Dam,Dam,35.8668,-77.083
Leibhart Dam,Dam,35.8068,-81.8065
Lenio Dam,Dam,36.1801,-79.9998
Lenoir Water Supply Dam,Dam,35.9818,-81.4748
Leonard Phillips Dam,Dam,35.3134,-83.7999
Leonhart Dam,Dam,35.7451,-81.6448
Leslie Chamberlain Lake Dam,Dam,36.0918,-80.7198
Lewis Lake Dam,Dam,35.2268,-78.8831
Lewis Millpond Dam,Dam,35.2818,-79.8164
Lexington Storage Reservoir Dam,Dam,35.8585,-80.2148
Lilly Dam,Dam,36.2635,-80.4114
Lineberry Lake Dam,Dam,35.8268,-79.6947
Lingle Lake Dam,Dam,35.8401,-80.3614
Linthicum Lake Dam,Dam,35.9756,-79.9548
Linville Dam,Dam,36.1651,-79.9864
Linville Dam,Dam,35.744,-81.8368
Linville Lake Dam,Dam,36.1601,-80.3131
Linville Lake Dam,Dam,36.2168,-80.0564
Little Dam,Dam,35.7929,-81.407
Little Mountain Aircraft Dam,Dam,35.5918,-81.0765
Little Pisgah Camp Dam,Dam,35.5368,-82.3298
Little River Camp Dam,Dam,35.2118,-82.6315
Little River Dam,Dam,35.8163,-81.34
Little Yadkin Watershed Dam Number Six,Dam,36.2818,-80.3831
Lock and Dam Number One,Dam,34.4052,-78.2931
Lock Number 1,Dam,34.4046,-78.2933
Lock Number 2,Dam,36.4395,-76.3241
Loflin Lake Dam,Dam,36.0585,-80.4914
Long Branch Reservoir Dam,Dam,35.2251,-80.2381
Long Creek Dam,Dam,35.2968,-81.2998
Long Leaf Lake Dam,Dam,35.2618,-79.4348
Long Shoals Lake Dam,Dam,35.4135,-81.2431
Long Valley Farm Lake Dam,Dam,35.2118,-78.9764
Longview Dam,Dam,35.7852,-78.5947
Lookout Shoals Dam,Dam,35.7574,-81.0906
Lora Young Dam,Dam,35.1301,-82.7582
Loraine Lake Dam,Dam,35.0752,-79.0131
Lovell Lake Dam,Dam,36.1318,-80.1398
Loves Pond Dam,Dam,36.4885,-80.4956
Low Gap Wildlife Club Dam,Dam,36.4751,-80.8915
Lower Angel Lake Dam,Dam,36.1168,-80.1281
Lower Janita Lake Dam,Dam,36.0385,-80.2914
Lower Little River Dam Number One,Dam,35.8918,-81.2365
Lower Little River Dam Number Two,Dam,35.8918,-81.2365
Lower Merchants Lake Dam,Dam,36.2385,-80.0131
Lower Monroe Lake Dam,Dam,35.2268,-79.4448
Lower Rogers Dam,Dam,35.9101,-81.1448
Lower Springdale Estates Dam,Dam,35.8951,-78.7114
Lower Temora Lake Dam,Dam,36.2068,-80.2598
Lu-Tom Acres Lake Dam,Dam,35.7968,-78.3631
Lupton Lake Dam,Dam,35.1284,-83.0732
Lynwood Lake Dam,Dam,36.004,-79.7311
M L Blalock Dam,Dam,36.2618,-78.9547
Mahlers Pond Dam,Dam,35.2068,-82.1898
Maiden Water Plant Lake Dam,Dam,35.5851,-81.1915
Mallard Lake Lower Dam,Dam,36.1868,-80.3231
Mallard Lake Upper Dam,Dam,36.1885,-80.3248
Marchmans Dam,Dam,35.1734,-82.7023
Marlwood Dam,Dam,35.2051,-80.7048
Mars Hill Reservoir Dam,Dam,35.9451,-82.4932
Marsh Lake Dam,Dam,34.9635,-80.3581
Marsh Wood Lake Dam,Dam,34.8568,-78.8347
Marshall Ash Pond Dam,Dam,35.6051,-82.9599
Marshall Dam,Dam,36.0451,-80.5381
Marshalls Pond Dam Number One,Dam,35.9485,-78.5047
Martin Dam,Dam,35.8618,-80.8548
Martin Lake Dam,Dam,36.1885,-79.8864
Martin Marietta Company Dam,Dam,35.1985,-81.3815
Martin Marietta Holding Lake Dam,Dam,35.3435,-81.3131
Martin Pond Number Two Dam,Dam,35.2635,-81.0065
Martin-Marietta Dam,Dam,35.7135,-81.2965
Martins Lake Dam,Dam,35.8885,-80.5898
Masons Pond Dam,Dam,36.0085,-78.5331
Massengill Mill Pond Dam,Dam,35.4818,-78.6097
Mathis Dam,Dam,36.0435,-80.9781
Matt Brooks Dam,Dam,35.5185,-81.9032
Matthew Pond Dam,Dam,35.0602,-78.5081
Matthews Lake Dam,Dam,35.6752,-78.6947
Matthews Lake Dam,Dam,35.9318,-78.9647
Maxton Pond Dam,Dam,34.7185,-79.3667
Mays Lake Dam,Dam,36.086,-79.4625
McAdenville Lake Dam,Dam,35.2618,-81.0765
McCauley Lake Dam,Dam,36.1935,-79.3214
McCauley Pond Dam,Dam,35.3051,-79.7331
McCorkle Dam,Dam,35.6885,-81.5248
McEwen Estate Dam,Dam,36.0801,-79.5247
McFarland Lake Dam,Dam,36.2151,-78.8981
McGee Dam,Dam,35.8034,-82.6332
McGees Mill Pond Dam,Dam,35.5035,-78.5964
McGregor Downs Lake Dam,Dam,35.7452,-78.7914
McGuire Lake Dam,Dam,35.3418,-83.1465
McKinney Lake Dam,Dam,35.0082,-79.6273
McLambs Pond Dam,Dam,35.1168,-78.5064
McLambs Pond Dam,Dam,35.3002,-78.5864
McNair Lake Dam,Dam,35.4851,-79.8848
McNeil Pond Dam,Dam,34.8518,-79.2164
McNeill Lake Dam,Dam,34.8868,-79.1314
McWhirter Lake Dam,Dam,35.1435,-80.6631
Meadow Lake Dam,Dam,35.1151,-83.0332
Mebens Lake Dam,Dam,36.2701,-79.8714
Mecklenburg Wildlife Club Lake Dam,Dam,35.2601,-80.9531
Medberrys Lake Dam,Dam,36.4118,-79.7864
Melrose Mountain Dam Number One,Dam,35.2101,-82.2932
Melrose Mountain Dam Number Two,Dam,35.2068,-82.2948
Mendenhall Dam,Dam,35.8651,-80.0281
Merry Hills Lake Dam,Dam,35.9585,-80.0614
Messinger Dam,Dam,35.7118,-80.4198
Methodist Camp Lake Dam,Dam,36.2685,-79.7048
Mid Pines Lake Dam,Dam,35.1911,-79.3865
Middle Gambill Dam,Dam,36.1551,-80.3664
Milburnie Fish Club Lake Dam,Dam,35.8018,-78.5314
Miller Dam,Dam,36.1851,-80.9081
Mint Lake Dam,Dam,35.1734,-83.4599
Mintz Pond Dam,Dam,35.0894,-78.9248
Mirror Lake Dam,Dam,35.0634,-83.2149
Mission Dam,Dam,35.0651,-83.9257
Mission Dam,Dam,35.0651,-83.9149
Mitchell Dam Number Six,Dam,35.0718,-80.8131
Mitchell Pond Dam,Dam,35.9268,-78.3764
Mitchells Lake Dam,Dam,35.1435,-80.6098
Mitchells Pond Dam,Dam,35.2415,-78.9052
Mitchells Pond Lower Dam,Dam,36.4418,-80.1448
Mitchiners Pond Dam,Dam,36.1146,-78.3553
Mocksville Lake Dam,Dam,35.8935,-80.5965
Monts Pond Dam,Dam,35.6535,-77.5197
Moore Creek Lower,Dam,35.1001,-83.5666
Moore Creek Upper,Dam,35.1015,-83.5569
Moore Lake Dam,Dam,34.9343,-80.0595
Moore Lake Dam,Dam,35.2368,-80.9515
Moores Pond Dam,Dam,35.9785,-78.4214
Moran McLendon Pond Dam,Dam,34.8185,-80.0098
Moravian Camp Lake Dam,Dam,36.3701,-81.2631
Moretz Dam,Dam,35.8468,-81.2798
Morgan Dam,Dam,35.7246,-82.0534
Morgans Pond Dam,Dam,35.8135,-78.123
Morganton Watershed Dam,Dam,35.6235,-81.7048
Morris Pond Dam,Dam,35.379,-79.132
Morris Pond Dam,Dam,36.2952,-77.413
Morses Lake Dam,Dam,35.2902,-79.3031
Moss Dam,Dam,35.2768,-81.4565
Moss Lake Dam,Dam,36.1918,-77.8047
Moss Lake Number One Dam,Dam,36.1902,-77.8297
Moss Lake Number Two Dam,Dam,36.1868,-77.838
Moss Pond Dam,Dam,35.7935,-78.3197
Mother Earth Lower Dam,Dam,35.3034,-82.6365
Mother Earth Upper Dam,Dam,35.3068,-82.6448
Motsu Spoil Disposal Dike,Dam,34.0202,-77.9614
Mount Pleasant Fishing Lake Dam,Dam,35.2285,-81.7332
Andrews Pond,Lake,35.1163,-80.0157
Apple Pond,Lake,35.969,-79.2376
Azusa Grotto Lake,Lake,35.2074,-80.6748
Back Lake,Lake,35.6982,-75.8044
Bakers Lake,Lake,34.8094,-78.7645
Barger Lake,Lake,35.4886,-80.8225
Barrows Millpond,Lake,36.3613,-77.4691
Bay Tree Lake,Lake,34.6687,-78.4071
Beasleys Millpond,Lake,34.9088,-78.0964
Betty-Kay Lake,Lake,35.1335,-82.6845
Big Lake,Lake,34.5741,-77.6875
Big Pond,Lake,36.2691,-75.8705
Black Pond,Lake,34.9575,-79.868
Blackfish Lake (historical),Lake,34.4241,-78.9678
Blue Gill Pond,Lake,34.0221,-78.0386
Blue Pond,Lake,34.0807,-77.9962
Blue Ridge Lake,Lake,35.1665,-82.9389
Brights Lake,Lake,34.3921,-78.707
Broadwater Lake,Lake,34.3018,-78.2583
Buck Island Pond,Lake,36.5318,-76.1175
Cabin Branch Mill Pond,Lake,35.0527,-79.2989
Canvasback Pond,Lake,36.3154,-75.8341
Carroll Lake,Lake,35.0631,-83.9166
Catfish Lake,Lake,34.9329,-77.1049
Catfish Pond,Lake,35.0173,-80.5898
Causey Lake,Lake,36.0346,-79.7284
Cedar Lake,Lake,35.4471,-78.0236
City Lake,Lake,35.9498,-77.82
City Lake,Lake,36.5212,-80.627
Club Pond,Lake,36.3015,-78.35
Collins Pond,Lake,35.3694,-80.5169
Colony Lake,Lake,36.0207,-75.7155
Cones Lake,Lake,36.0755,-81.6114
Craver Lake,Lake,35.8326,-80.3413
Crawley Pond,Lake,36.3759,-77.8542
Crescent Pond,Lake,35.3674,-80.9067
Crystal Lake,Lake,36.1396,-80.2981
Crystal Lake,Lake,34.042,-78.0546
Cypress Lake,Lake,35.087,-77.1099
Davis Millpond,Lake,34.6063,-78.7097
Davis Pond,Lake,35.9403,-75.7978
Dead Backwater,Lake,33.861,-78.5339
Dobbins Pond,Lake,36.1574,-80.6687
Dotty Pond,Lake,36.3119,-75.8184
Dream Lake,Lake,35.3828,-80.7845
Drum Pond,Lake,34.9972,-76.2534
Dry Lake,Lake,36.5263,-80.6322
Duck Pond,Lake,35.3119,-79.1512
Duck Ponds,Lake,35.2129,-75.69
East Lake,Lake,35.9418,-75.8785
Eastend Lake,Lake,34.0272,-78.0287
Eastwood Lake,Lake,35.9458,-79.034
Edson Millpond (historical),Lake,35.7135,-77.5569
Efland Millpond,Lake,36.0857,-79.1778
Evans Lake,Lake,35.3235,-81.1634
Forbes Millpond,Lake,35.5779,-77.4097
Forest Lake,Lake,36.1063,-79.2799
Forest Lake,Lake,34.0408,-78.0364
Frink Lake,Lake,34.0642,-78.0328
Gaddys Goose Ponds,Lake,35.086,-80.0962
George Hole,Lake,36.1931,-77.3494
Gold Mine Creek,Lake,33.8888,-78.4652
Goodmans Lake,Lake,35.8037,-81.7655
Goose Pond,Lake,35.9452,-76.0296
Gore Lake,Lake,34.0668,-78.5664
Graham Lake (historical),Lake,36.0976,-79.3345
Great Beach Pond,Lake,36.3563,-75.8302
Great Lake,Lake,34.869,-77.0391
Great Pond,Lake,34.9907,-76.3068
Great Pond,Lake,35.0043,-76.2841
Green Lake,Lake,34.0303,-78.0429
Grimes Millpond,Lake,35.5293,-77.1786
Gum Lake,Lake,36.1459,-77.7643
Guymanton Lake,Lake,35.2062,-80.7197
Harper Lake,Lake,34.0663,-78.0355
Harris Millpond,Lake,35.6635,-77.5266
Hasting Lake,Lake,35.411,-80.933
Hayes Lake,Lake,35.2126,-81.8877
Hechenbleikner Lake,Lake,35.304,-80.7312
Heron Lakes,Lake,34.3068,-79.0657
Herring Lake,Lake,34.5824,-77.6989
Hester Lake,Lake,36.3294,-79.7406
Highland Pond,Lake,35.8443,-79.0525
Hines Lake,Lake,36.0347,-80.1499
Holts Lake,Lake,35.4685,-78.3831
Horseshoe Lake,Lake,35.5107,-81.2309
Horseshoe Lake,Lake,34.8111,-78.6488
House Pond,Lake,36.282,-75.8634
Huckleberry Pond,Lake,35.296,-79.1775
Indian Pond,Lake,36.4973,-75.9363
Ingold Pond,Lake,35.091,-80.1014
Isaac Ponds,Lake,35.2108,-75.6962
Jack Lake,Lake,34.5146,-78.8622
Jackson Lake,Lake,35.9348,-79.9488
Jacksons Pond,Lake,36.0646,-78.2086
Jane Pond,Lake,34.8045,-78.5974
