X,Y,OBJECTID,IncidentNumber,USTNum,IncidentName,Address,CityTown,ZipCode,County,Mgr,ROCode,DateOccurred,DateReported,ConfRisk,Risk,CloseOut,CurrStatus,CDNum,LURFiled,LandUse,LatDec,LongDec,FacilID,Comm,Reg,LUR_Resc,LUR_State,RRADate,RRARisk,RRARank,RRA_Rank,RRAAbate,DocsLink
2025222.84736906,777052.180157076,5598,92458,RA-92482,Hillmon Property (Nelson),102 Hadley Lane,Durham,27713,DURHA,CAM,RAL,2015/02/24 00:00:00+00,2015/03/10 00:00:00+00,,,,C,0,,,35.88502,-78.914854,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92482%2A%22%7D
1947476.55947763,652440.89739857,5599,92459,FA-92496,Wyeth Biotech #2 Fueul Oil Release (Building 101),4300 Oak Park Rd,Sanford,27330,LEE,LEP,FAY,2007/01/12 00:00:00+00,2007/08/31 00:00:00+00,L,I,2011/04/06 00:00:00+00,C,0,,,35.54257,-79.176566,,C,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92496%2A%22%7D
2051175.56170322,759590.031484335,5600,92459,RA-92483,YRC Freight Terminal,410 Southport Dr,Morrisville,27560,WAKE,JFM,RAL,2014/12/24 00:00:00+00,2015/02/24 00:00:00+00,L,L,2015/03/13 00:00:00+00,C,0,,IND,35.836955,-78.827344,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92483%2A%22%7D
2020209.43925267,468910.658261808,5601,92460,FA-92497,Larocca Property,408 Buie Court,Fayetteville,,CUMBE,SBB,FAY,2019/03/26 00:00:00+00,2019/04/09 00:00:00+00,L,L,2019/09/10 00:00:00+00,C,0,,,35.038406,-78.932486,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92497%2A%22%7D
2034147.97939102,760219.45313912,5602,92460,RA-92485,Triangle Brick Company,4720 NC Highway 55,Cary,27519,WAKE,SMJ,RAL,2014/08/12 00:00:00+00,2015/03/10 00:00:00+00,I,I,,C,0,,RES,35.838752,-78.88479,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92485%2A%22%7D
2150417.7226622,530986.147600758,5603,92461,FA-92498,XPO Drayage Inc.,Hwy 242 and 421,Spivey's Corner,,SAMPS,SBB,FAY,2017/10/12 00:00:00+00,2017/11/28 00:00:00+00,L,L,2019/04/10 00:00:00+00,C,0,,,35.207942,-78.496432,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92498%2A%22%7D
2232573.58580079,744680.174468351,5604,92461,RA-92486,Boykin's,12177 West Finch Ave,Middlesex,27557-7426,NASH,BRH,RAL,2015/02/24 00:00:00+00,2015/02/24 00:00:00+00,U,U,,C,0,,RES,35.793592,-78.215747,,C,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92486%2A%22%7D
1930392.13433976,659131.06014732,5605,92462,FA-92499,Pilgrim's Pride,484 Zimmerman Road,Sanford,27330,LEE,LEP,FAY,2018/09/13 00:00:00+00,2018/09/13 00:00:00+00,L,L,,C,0,,,35.560854,-79.23405,,C,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92499%2A%22%7D
2083301.1358991,795932.883522481,5606,92462,RA-92487,"Briola, Blanca - Residence",5821 Glenfiddich Way,Raleigh,27613,WAKE,JFM,RAL,2015/01/11 00:00:00+00,2015/03/15 00:00:00+00,L,L,2015/03/24 00:00:00+00,C,0,,,35.936594,-78.71861,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92487%2A%22%7D
2206637.06225198,656914.891206284,5607,92463,FA-92506,KMST - SELMA TERMINAL 1,2200 WEST OAK STREET,SELMA,27576,JOHNS,KEC,FAY,2019/04/29 00:00:00+00,2019/05/29 00:00:00+00,I,I,,C,0,,IND,35.553004,-78.305275,,,R,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92506%2A%22%7D
2124714.17681966,776206.514139197,5608,92463,RA-92488,World Fiber - Release,3728 Overlook Rd.,Raleigh,27616,WAKE,JFM,RAL,2015/03/10 00:00:00+00,2015/03/18 00:00:00+00,L,L,2015/04/17 00:00:00+00,C,0,,IND,35.882,-78.579,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92488%2A%22%7D
2166758.31787258,667014.22875813,5609,92464,FA-92507,Colonial Pipeline,100 Jennifer Drive,Clayton,,JOHNS,RLO,FAY,2019/04/01 00:00:00+00,2019/04/02 00:00:00+00,H,H,,C,0,,,35.581444,-78.439155,,N,R,,,2020/02/01 00:00:00+00,H,0500,500,D,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92507%2A%22%7D
2128706.22795386,824051.772320768,5610,92464,RA-92489,Wheeler Property (Steven),3223 Purnell Road,Wake Forest,27587,WAKE,,RAL,2015/03/03 00:00:00+00,2015/03/17 00:00:00+00,H,H,,C,0,,RES,36.013389,-78.564816,,N,N,,,2020/02/01 00:00:00+00,H,0500,500,D,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92489%2A%22%7D
1763194.64742092,421695.629965819,5611,92465,FA-92512,Carolina Container Company,I‐74 West Bound near Exit 311,Rockingham,,RICHM,SBB,FAY,2019/06/11 00:00:00+00,2019/06/12 00:00:00+00,L,L,2019/07/25 00:00:00+00,C,0,,,34.906101,-79.789862,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92512%2A%22%7D
2354741.09755629,806424.683181799,5612,92465,RA-92484,Rocky Mount Mill,1151 Falls Road,Rocky Mount,27804-4407,NASH,BRH,RAL,2007/02/22 00:00:00+00,2015/02/24 00:00:00+00,,,,C,0,,,35.959857,-77.801308,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92484%2A%22%7D
2003857.83131781,265160.658229461,5613,92466,FA-92509,Grice Diesel Spill,Hwy 74 East and South Creek Ro,Orrum,,ROBES,JWB,FAY,2019/06/25 00:00:00+00,2019/06/25 00:00:00+00,L,U,2019/10/29 00:00:00+00,C,0,,,34.478566,-78.987202,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92509%2A%22%7D
2031155.05674357,826938.286462164,5614,92466,RA-92490,Parkview Baptist Church,2500 Acadia Street,Durham,27701,DURHA,CAM,RAL,2015/04/01 00:00:00+00,2015/04/01 00:00:00+00,L,I,2018/05/31 00:00:00+00,C,0,2018/02/06 00:00:00+00,RES,36.022048,-78.894649,,N,N,,G,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92490%2A%22%7D
2193123.90429933,452498.131707818,5615,92467,FA-92505,DHL ACCIDENT,1615 SUNSET AVE,CLINTON,,SAMPS,JWB,FAY,2019/05/19 00:00:00+00,2019/05/19 00:00:00+00,L,L,2019/08/06 00:00:00+00,C,0,,,34.991604,-78.35517,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92505%2A%22%7D
2047499.59700251,807275.312060989,5616,92467,RA-92491,Thomas Concrete,Ellis Road,Durham,27703,DURHA,JFM,RAL,2015/02/15 00:00:00+00,2015/04/16 00:00:00+00,L,L,2015/04/22 00:00:00+00,C,0,,,35.967972,-78.839486,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92491%2A%22%7D
1975486.11656404,403509.984722355,5617,92468,FA-92511,Rooms to Go Box Truck Spill,868 Russell Road,Shannon,,ROBES,JWB,FAY,2019/07/18 00:00:00+00,2019/07/18 00:00:00+00,L,U,2019/10/29 00:00:00+00,C,0,,,34.858692,-79.08172,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92511%2A%22%7D
2160272.70670583,791566.228712302,5618,92468,RA-92492,Rolesville Oil and Gas Company,101 W. Young St.,Rolesville,27571,WAKE,JFM,RAL,2015/03/25 00:00:00+00,2015/03/25 00:00:00+00,L,L,2015/06/17 00:00:00+00,C,0,2015/05/28 00:00:00+00,RES,35.923722,-78.458683,,C,R,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92492%2A%22%7D
1970244.32460363,311190.359074517,5619,92469,FA-92502,Lumbee River Electric Transformer,465 Kenric Drive,Lumberton,,ROBES,JWB,FAY,2019/04/20 00:00:00+00,2019/04/20 00:00:00+00,L,L,,C,0,,,34.605005,-79.098887,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92502%2A%22%7D
1993243.50017845,723181.435418402,5620,92469,RA-92493,Ryder Transportation,Hwy 64 East Bound,Wilsonville,,CHATH,JFM,RAL,2015/01/15 00:00:00+00,2015/04/21 00:00:00+00,L,L,2015/04/24 00:00:00+00,C,0,,,35.73705,-79.02277,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92493%2A%22%7D
2020150.88442355,607578.273711716,5621,92470,FA-92515,H.T. Hackney US 421 Diesel Fuel Release,6817 US 421 East Bound,Lillington,,HARNE,,FAY,2019/05/22 00:00:00+00,2019/07/23 00:00:00+00,L,,2019/09/11 00:00:00+00,C,0,,,35.419418,-78.932366,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92515%2A%22%7D
2110892.85789238,749214.83617314,5622,92470,RA-92494,"Jones, Kimberly - Property",1806 Hilton St.,Raleigh,27608,WAKE,JFM,RAL,2015/04/03 00:00:00+00,2015/04/18 00:00:00+00,U,,,C,0,,,35.808,-78.626,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92494%2A%22%7D
2210314.65097561,454219.032205541,5623,92471,FA-92516,Hilco Diesel release,716 Warsaw Road,Clinton,,SAMPS,SBB,FAY,2019/07/12 00:00:00+00,2019/08/08 00:00:00+00,L,L,2019/11/21 00:00:00+00,C,0,,,34.996012,-78.297732,,C,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92516%2A%22%7D
2045137.36300303,754555.85532274,5624,92471,RA-92495,Kangaroo Spill,3610 Davis Drive,Morrisville,27560,WAKE,JFM,RAL,2015/04/05 00:00:00+00,2015/04/21 00:00:00+00,L,L,2015/04/30 00:00:00+00,C,0,,,35.823152,-78.847742,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92495%2A%22%7D
2025009.7331265,604483.611326929,5625,92472,FA-92517,Rutland Logging Diesel Release,5845 Old US 421,Lillington,,HARNE,SBB,FAY,2019/09/10 00:00:00+00,2019/09/12 00:00:00+00,L,L,,C,0,,,35.410905,-78.916066,,C,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92517%2A%22%7D
2036677.0651559,728575.978208538,5626,92472,RA-92496,Kangaroo Express #3795,1410 W. Williams St.,Apex,27523,WAKE,JFM,RAL,2015/05/02 00:00:00+00,2015/05/14 00:00:00+00,L,L,2015/05/16 00:00:00+00,C,0,,,35.75181,-78.87639,00-0-0000034379,C,R,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92496%2A%22%7D
2010575.85790821,403446.453995002,5627,92473,FA-92519,EPES TRANSPORT SPILL,I-85 NORTH @ MILEMARKER 34,ST. PAULS,28384,ROBES,SBB,FAY,2019/09/22 00:00:00+00,2019/09/24 00:00:00+00,L,U,2020/03/17 00:00:00+00,C,0,,,34.85854,-78.964748,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92519%2A%22%7D
2003190.76033699,812999.870926228,5628,92473,RA-92497,Brown Property,2201 West Cornwallis Road,durham,27503,DURHA,CAM,RAL,2014/12/20 00:00:00+00,2015/04/22 00:00:00+00,L,L,2015/06/09 00:00:00+00,C,0,,RES,35.983803,-78.989218,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92497%2A%22%7D
1946816.75123577,656897.794424214,5629,92474,FA-92522,PRIME INC. DIESEL RELEASE,5313 WOMACK RD,SANFORD,,LEE,SBB,FAY,2019/10/29 00:00:00+00,2019/10/29 00:00:00+00,U,,,C,0,,,35.554812,-79.178811,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92522%2A%22%7D
2136633.66098388,730067.227096679,5630,92474,RA-92498,"Woodard, Lewis - Property",6120 Poole Road,Raleigh,27610-4516,WAKE,JFM,RAL,2015/05/16 00:00:00+00,2015/06/09 00:00:00+00,L,L,2015/06/13 00:00:00+00,C,0,,,35.755099,-78.539486,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92498%2A%22%7D
2242872.40820933,355516.75168088,5631,92475,FA-92523,Koppers Utl & Indust'l Prod.,US 421 & HWY 42,Harrels,,SAMPS,SBB,FAY,2019/10/23 00:00:00+00,2019/10/25 00:00:00+00,L,L,2020/01/24 00:00:00+00,C,0,,,34.724128,-78.191705,,C,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92523%2A%22%7D
2075381.17973566,699090.225564239,5632,92475,RA-92499,"Truelove, Betty - Property",4016 Truelove Dr.,Apex,27539-9346,WAKE,JFM,RAL,2015/05/13 00:00:00+00,2015/06/03 00:00:00+00,L,L,2015/06/24 00:00:00+00,C,0,,,35.6706,-78.7462,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92499%2A%22%7D
2203745.87088049,496389.464003569,5633,92476,FA-92524,APC Tanker Spill,7585 Hobbton Hwy (HWY 701),Clinton,,SAMPS,JWB,FAY,2019/11/17 00:00:00+00,2019/11/17 00:00:00+00,L,H,2020/06/30 00:00:00+00,C,0,,,35.112008,-78.318699,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92524%2A%22%7D
2101012.2376313,728948.383792006,5634,92476,RA-92500,Holland Terminal,1305 Kirkland Rd.,Raleigh,27603-2747,WAKE,JFM,RAL,2015/04/15 00:00:00+00,2015/06/09 00:00:00+00,L,L,2015/06/16 00:00:00+00,C,0,,,35.75242,-78.659558,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92500%2A%22%7D
2092699.68662625,470923.025226102,5635,92477,FA-92525,WADE STEDMAN ROAD DRUM SPILL,WADE STEDMAN RD NEAR JAKE RD,STEDMAN,,CUMBE,JWB,FAY,2019/12/06 00:00:00+00,2019/12/06 00:00:00+00,I,I,,C,0,,,35.043557,-78.690287,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92525%2A%22%7D
2254544.7105904,870232.353078052,5636,92477,RA-92501,ACE TRANSPORT LLC,US 56,WILTON,27525,GRANV,JFM,RAL,2015/04/25 00:00:00+00,2015/06/19 00:00:00+00,L,L,2015/06/23 00:00:00+00,C,0,,,36.137986,-78.137986,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92501%2A%22%7D
1647849.35739797,416327.948120298,5637,92478,FA-92526,DLJ Trucking,SR 1216 & NC 109,Wadesboro,,ANSON,JWB,FAY,2019/10/26 00:00:00+00,2019/11/19 00:00:00+00,L,L,2020/04/09 00:00:00+00,C,0,,,34.888217,-80.174352,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92526%2A%22%7D
2296625.90518697,734544.846587447,5638,92478,RA-92502,"Pantry #3471, 2015",4940 US 264 West,Wilson,27893,WILSO,HMM,WAS,2015/03/18 00:00:00+00,2015/03/18 00:00:00+00,L,L,2015/06/27 00:00:00+00,C,0,,,35.764167,-78.000115,,C,R,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92502%2A%22%7D
1868236.18157121,504581.965618208,5639,92479,FA-92530,Southeast Tool and Die,225 Taylor Street,Aberdeen,28315,MOORE,SBB,FAY,2019/11/10 00:00:00+00,2019/12/21 00:00:00+00,U,,,C,0,,,35.135636,-79.440732,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92530%2A%22%7D
2331035.50618145,814401.903595442,5640,92479,RA-92503,Hoover Transport Incident,I-95 S/Hwy 64 West exit,Little Easonburg,27804,NASH,HMM,RAL,2015/03/20 00:00:00+00,2015/03/20 00:00:00+00,L,L,2015/06/27 00:00:00+00,C,0,,,35.98253,-77.8811,,C,R,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92503%2A%22%7D
2256628.00912155,640708.443049482,5641,92480,FA-92531,Prime Inc. Diesel Release,Princeton Rd. and Sunshine Rd,Kenly,27542,JOHNS,SBB,FAY,2020/01/14 00:00:00+00,2020/01/15 00:00:00+00,L,L,2020/03/31 00:00:00+00,C,0,,,35.507401,-78.137683,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92531%2A%22%7D
2357492.4922599,870558.956442516,5642,92480,RA-92504,Green Forever Transp,"I 95 N, MM 150",Whitakers,27804,NASH,HMM,RAL,2015/05/01 00:00:00+00,2015/05/15 00:00:00+00,L,L,2015/08/27 00:00:00+00,C,0,,,36.135931,-77.789369,,C,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92504%2A%22%7D
1998324.97041642,337219.516435675,5643,92481,FA-92532,Robeson Community College,5160 Fayetteville Road,Lumberton,28360,ROBES,SBB,FAY,2019/09/19 00:00:00+00,2019/12/28 00:00:00+00,U,,,C,0,,,34.676568,-79.005574,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92532%2A%22%7D
2114735.99391374,927082.065240062,5644,92481,RA-92505,Bridgestone Bandag Oil Spill,505 West Industry Drive,Oxford,27565,GRANV,JFM,RAL,2015/07/07 00:00:00+00,2015/07/08 00:00:00+00,L,L,2015/07/14 00:00:00+00,C,0,,,36.29656,-78.610686,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92505%2A%22%7D
2088282.79901085,459134.388013923,5645,92482,FA-92533,301 Environmental,4800 Front Street,Stedman,,CUMBE,JWB,FAY,2020/02/12 00:00:00+00,2020/02/12 00:00:00+00,L,U,2021/07/27 00:00:00+00,C,0,2021/03/19 00:00:00+00,,35.011202,-78.705161,,,,,B,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92533%2A%22%7D
2097378.99597885,787090.943247306,5646,92482,RA-92506,Almanza Gasoline Release,9509 Donegal Court,Raleigh,27615,WAKE,JFM,RAL,2015/04/30 00:00:00+00,2015/07/02 00:00:00+00,L,L,,C,0,,,35.912185,-78.671154,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92506%2A%22%7D
1944147.74280355,341055.153461963,5647,92483,FA-92528,Pembroke Waste Collections release, 611 UNION CHAPEL ROAD,PEMBROKE,,ROBES,SBB,FAY,2020/01/04 00:00:00+00,2020/01/04 00:00:00+00,L,L,2020/05/13 00:00:00+00,C,0,,,34.686964,-79.185797,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92528%2A%22%7D
2101009.59474268,728940.366893552,5648,92483,RA-92507,Holland Terminal,1305 Kirkland Rd.,Raleigh,27601,WAKE,JFM,RAL,2015/05/06 00:00:00+00,2015/07/14 00:00:00+00,L,L,2015/07/17 00:00:00+00,C,0,,,35.752398,-78.659567,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92507%2A%22%7D
2066927.23980115,791525.77904559,5649,92484,RA-92508,"Cooley, Billy - Property",511 Andrews Chapel Rd.,Durham,27703,DURHA,JFM,RAL,2014/09/03 00:00:00+00,2015/07/18 00:00:00+00,L,L,2015/07/25 00:00:00+00,C,0,,,35.924602,-78.773955,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92508%2A%22%7D
2352850.74646558,787044.484040439,5650,92485,RA-92509,CSXT/RM YARD 12/2013,RM RR YARD,Rocky Mount,27803,EDGEC,HMM,WAS,2013/12/15 00:00:00+00,2013/12/16 00:00:00+00,L,L,2015/08/12 00:00:00+00,C,0,,IND,35.906683,-77.808481,,N,R,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92509%2A%22%7D
2365275.16041478,890358.322297491,5651,92486,RA-92510,Golis Spill,I 95/Exit 154,Enfield,27823,HALIF,HMM,WAS,2015/04/29 00:00:00+00,2015/08/07 00:00:00+00,L,L,2015/08/12 00:00:00+00,C,0,,,36.19005,-77.76218,,C,R,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92510%2A%22%7D
1737204.54596348,449947.538884722,5652,92487,FA-92537,BLEWETT FALLS HYDRO (BARGE FIRE),2593 POWER PLANT ROAD,LILESVILLE,,ANSON,KEC,FAY,2020/03/10 00:00:00+00,2020/03/11 00:00:00+00,L,U,2020/04/21 00:00:00+00,C,,,,34.983128,-79.87738,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-92537%2A%22%7D
2438320.12182731,774185.037453079,5653,92487,RA-92511,Sygma Spill,Highway 64 East,Tarboro,,EDGEC,HMM,WAS,2015/06/18 00:00:00+00,2015/08/07 00:00:00+00,L,L,2015/08/13 00:00:00+00,C,0,,,35.8682,-77.52055,,C,R,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92511%2A%22%7D
2206382.78289116,756405.384001749,5654,92488,RA-92512,ITW HI-CONE FACILITY,530 E. GANNON AVE.,ZEBULON,27597,WAKE,JFM,RAL,2015/05/28 00:00:00+00,2015/08/07 00:00:00+00,L,L,2016/05/04 00:00:00+00,C,0,,,35.82634,-78.303784,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92512%2A%22%7D
2123937.59608792,760348.188470369,5655,92489,RA-92513,Blue Flame Muffler & Tire,4211 Capital Blvd,Raleigh,27604,WAKE,JFM,RAL,2014/06/05 00:00:00+00,2015/08/13 00:00:00+00,L,L,2015/08/14 00:00:00+00,C,0,,,35.838443,-78.581847,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-92513%2A%22%7D
